事業コード,開発コード,部番,販社,SF-CODE,ランク,年月,経過月,月次使用数,累積販売台数
E1,M02,101-0,C,SF-101,A,202211,20,4,1020
E1,M02,101-0,D,SF-101,A,202211,20,4,765
E1,M02,101-0,E,SF-101,A,202211,20,0,357
E1,M02,101-0,ALL,SF-101,A,202211,20,16,5100
E1,M02,101-0,A,SF-101,A,202212,21,12,1778
E1,M02,101-0,B,SF-101,A,202212,21,0,1255
E1,M02,101-0,C,SF-101,A,202212,21,4,1046
E1,M02,101-0,D,SF-101,A,202212,21,4,784
E1,M02,101-0,E,SF-101,A,202212,21,1,366
E1,M02,101-0,ALL,SF-101,A,202212,21,21,5230
E1,M02,101-0,A,SF-101,A,202301,22,4,1822
E1,M02,101-0,B,SF-101,A,202301,22,4,1286
E1,M02,101-0,C,SF-101,A,202301,22,4,1072
E1,M02,101-0,D,SF-101,A,202301,22,3,804
E1,M02,101-0,E,SF-101,A,202301,22,2,375
E1,M02,101-0,ALL,SF-101,A,202301,22,17,5360
E1,M02,101-0,A,SF-101,A,202302,23,9,1867
E1,M02,101-0,B,SF-101,A,202302,23,1,1318
E1,M02,101-0,C,SF-101,A,202302,23,4,1098
E1,M02,101-0,D,SF-101,A,202302,23,2,824
E1,M02,101-0,E,SF-101,A,202302,23,0,384
E1,M02,101-0,ALL,SF-101,A,202302,23,16,5490
E1,M02,101-0,A,SF-101,A,202303,24,12,1911
E1,M02,101-0,B,SF-101,A,202303,24,4,1349
E1,M02,101-0,C,SF-101,A,202303,24,4,1124
E1,M02,101-0,D,SF-101,A,202303,24,1,843
E1,M02,101-0,E,SF-101,A,202303,24,1,393
E1,M02,101-0,ALL,SF-101,A,202303,24,22,5620
E1,M02,101-0,A,SF-101,A,202304,25,7,1955
E1,M02,101-0,B,SF-101,A,202304,25,2,1380
E1,M02,101-0,C,SF-101,A,202304,25,8,1150
E1,M02,101-0,D,SF-101,A,202304,25,6,862
E1,M02,101-0,E,SF-101,A,202304,25,1,403
E1,M02,101-0,ALL,SF-101,A,202304,25,24,5750
E1,M02,101-0,A,SF-101,A,202305,26,9,1999
E1,M02,101-0,B,SF-101,A,202305,26,7,1411
E1,M02,101-0,C,SF-101,A,202305,26,9,1176
E1,M02,101-0,D,SF-101,A,202305,26,3,882
E1,M02,101-0,E,SF-101,A,202305,26,3,412
E1,M02,101-0,ALL,SF-101,A,202305,26,31,5880
E1,M02,101-0,A,SF-101,A,202306,27,9,2043
E1,M02,101-0,B,SF-101,A,202306,27,3,1442
E1,M02,101-0,C,SF-101,A,202306,27,4,1202
E1,M02,101-0,D,SF-101,A,202306,27,3,902
E1,M02,101-0,E,SF-101,A,202306,27,2,421
E1,M02,101-0,ALL,SF-101,A,202306,27,21,6010
E1,M02,101-0,A,SF-101,A,202307,28,10,2088
E1,M02,101-0,B,SF-101,A,202307,28,3,1474
E1,M02,101-0,C,SF-101,A,202307,28,7,1228
E1,M02,101-0,D,SF-101,A,202307,28,6,921
E1,M02,101-0,E,SF-101,A,202307,28,2,430
E1,M02,101-0,ALL,SF-101,A,202307,28,28,6140
E1,M02,101-0,A,SF-101,A,202308,29,6,2132
E1,M02,101-0,B,SF-101,A,202308,29,3,1505
E1,M02,101-0,C,SF-101,A,202308,29,4,1254
E1,M02,101-0,D,SF-101,A,202308,29,3,940
E1,M02,101-0,E,SF-101,A,202308,29,0,439
E1,M02,101-0,ALL,SF-101,A,202308,29,16,6270
E1,M02,101-0,A,SF-101,A,202309,30,12,2176
E1,M02,101-0,B,SF-101,A,202309,30,8,1536
E1,M02,101-0,C,SF-101,A,202309,30,6,1280
E1,M02,101-0,D,SF-101,A,202309,30,4,960
E1,M02,101-0,E,SF-101,A,202309,30,0,448
E1,M02,101-0,ALL,SF-101,A,202309,30,30,6400
E1,M02,101-0,A,SF-101,A,202310,31,12,2220
E1,M02,101-0,B,SF-101,A,202310,31,3,1567
E1,M02,101-0,C,SF-101,A,202310,31,8,1306
E1,M02,101-0,D,SF-101,A,202310,31,8,980
E1,M02,101-0,E,SF-101,A,202310,31,3,457
E1,M02,101-0,ALL,SF-101,A,202310,31,34,6530
E1,M02,101-0,A,SF-101,A,202311,32,12,2264
E1,M02,101-0,B,SF-101,A,202311,32,8,1598
E1,M02,101-0,C,SF-101,A,202311,32,4,1332
E1,M02,101-0,D,SF-101,A,202311,32,3,999
E1,M02,101-0,E,SF-101,A,202311,32,1,466
E1,M02,101-0,ALL,SF-101,A,202311,32,28,6660
E1,M02,101-0,A,SF-101,A,202312,33,13,2309
E1,M02,101-0,B,SF-101,A,202312,33,6,1630
E1,M02,101-0,C,SF-101,A,202312,33,4,1358
E1,M02,101-0,D,SF-101,A,202312,33,3,1018
E1,M02,101-0,E,SF-101,A,202312,33,3,475
E1,M02,101-0,ALL,SF-101,A,202312,33,29,6790
E1,M02,101-0,A,SF-101,A,202401,34,6,2353
E1,M02,101-0,B,SF-101,A,202401,34,5,1661
E1,M02,101-0,C,SF-101,A,202401,34,7,1384
E1,M02,101-0,D,SF-101,A,202401,34,3,1038
E1,M02,101-0,E,SF-101,A,202401,34,5,484
E1,M02,101-0,ALL,SF-101,A,202401,34,26,6920
E1,M02,101-0,A,SF-101,A,202402,35,11,2397
E1,M02,101-0,B,SF-101,A,202402,35,9,1692
E1,M02,101-0,C,SF-101,A,202402,35,8,1410
E1,M02,101-0,D,SF-101,A,202402,35,5,1058
E1,M02,101-0,E,SF-101,A,202402,35,3,494
E1,M02,101-0,ALL,SF-101,A,202402,35,36,7050
E1,M02,101-0,A,SF-101,A,202403,36,6,2441
E1,M02,101-0,B,SF-101,A,202403,36,4,1723
E1,M02,101-0,C,SF-101,A,202403,36,7,1436
E1,M02,101-0,D,SF-101,A,202403,36,2,1077
E1,M02,101-0,E,SF-101,A,202403,36,0,503
E1,M02,101-0,ALL,SF-101,A,202403,36,19,7180
E1,M02,101-0,A,SF-101,A,202404,37,14,2485
E1,M02,101-0,B,SF-101,A,202404,37,7,1754
E1,M02,101-0,C,SF-101,A,202404,37,4,1462
E1,M02,101-0,D,SF-101,A,202404,37,4,1096
E1,M02,101-0,E,SF-101,A,202404,37,7,512
E1,M02,101-0,ALL,SF-101,A,202404,37,36,7310
E1,M02,101-0,A,SF-101,A,202405,38,10,2530
E1,M02,101-0,B,SF-101,A,202405,38,7,1786
E1,M02,101-0,C,SF-101,A,202405,38,4,1488
E1,M02,101-0,D,SF-101,A,202405,38,5,1116
E1,M02,101-0,E,SF-101,A,202405,38,2,521
E1,M02,101-0,ALL,SF-101,A,202405,38,28,7440
E1,M02,101-0,A,SF-101,A,202406,39,8,2574
E1,M02,101-0,B,SF-101,A,202406,39,3,1817
E1,M02,101-0,C,SF-101,A,202406,39,7,1514
E1,M02,101-0,D,SF-101,A,202406,39,7,1136
E1,M02,101-0,E,SF-101,A,202406,39,2,530
E1,M02,101-0,ALL,SF-101,A,202406,39,27,7570
E1,M02,101-0,A,SF-101,A,202407,40,11,2618
E1,M02,101-0,B,SF-101,A,202407,40,7,1848
E1,M02,101-0,C,SF-101,A,202407,40,7,1540
E1,M02,101-0,D,SF-101,A,202407,40,2,1155
E1,M02,101-0,E,SF-101,A,202407,40,5,539
E1,M02,101-0,ALL,SF-101,A,202407,40,32,7700
E1,M02,101-0,A,SF-101,A,202408,41,7,2662
E1,M02,101-0,B,SF-101,A,202408,41,10,1879
E1,M02,101-0,C,SF-101,A,202408,41,11,1566
E1,M02,101-0,D,SF-101,A,202408,41,3,1174
E1,M02,101-0,E,SF-101,A,202408,41,3,548
E1,M02,101-0,ALL,SF-101,A,202408,41,34,7830
E1,M02,101-0,A,SF-101,A,202409,42,11,2706
E1,M02,101-0,B,SF-101,A,202409,42,8,1910
E1,M02,101-0,C,SF-101,A,202409,42,9,1592
E1,M02,101-0,D,SF-101,A,202409,42,6,1194
E1,M02,101-0,E,SF-101,A,202409,42,4,557
E1,M02,101-0,ALL,SF-101,A,202409,42,38,7960
E1,M02,101-0,A,SF-101,A,202410,43,13,2751
E1,M02,101-0,B,SF-101,A,202410,43,8,1942
E1,M02,101-0,C,SF-101,A,202410,43,7,1618
E1,M02,101-0,D,SF-101,A,202410,43,4,1214
E1,M02,101-0,E,SF-101,A,202410,43,2,566
E1,M02,101-0,ALL,SF-101,A,202410,43,34,8090
E1,M02,101-0,A,SF-101,A,202411,44,4,2795
E1,M02,101-0,B,SF-101,A,202411,44,9,1973
E1,M02,101-0,C,SF-101,A,202411,44,8,1644
E1,M02,101-0,D,SF-101,A,202411,44,3,1233
E1,M02,101-0,E,SF-101,A,202411,44,1,575
E1,M02,101-0,ALL,SF-101,A,202411,44,25,8220
E1,M02,101-0,A,SF-101,A,202412,45,9,2839
E1,M02,101-0,B,SF-101,A,202412,45,7,2004
E1,M02,101-0,C,SF-101,A,202412,45,5,1670
E1,M02,101-0,D,SF-101,A,202412,45,2,1252
E1,M02,101-0,E,SF-101,A,202412,45,1,584
E1,M02,101-0,ALL,SF-101,A,202412,45,24,8350
E1,M02,102-0,B,SF-102,A,202103,0,1,600
E1,M02,102-0,ALL,SF-102,A,202103,0,1,2500
E1,M02,102-0,B,SF-102,A,202104,1,2,631
E1,M02,102-0,D,SF-102,A,202104,1,1,394
E1,M02,102-0,ALL,SF-102,A,202104,1,3,2630
E1,M02,102-0,A,SF-102,A,202105,2,2,938
E1,M02,102-0,B,SF-102,A,202105,2,1,662
E1,M02,102-0,C,SF-102,A,202105,2,0,552
E1,M02,102-0,D,SF-102,A,202105,2,0,414
E1,M02,102-0,ALL,SF-102,A,202105,2,3,2760
E1,M02,102-0,A,SF-102,A,202106,3,2,983
E1,M02,102-0,B,SF-102,A,202106,3,1,694
E1,M02,102-0,C,SF-102,A,202106,3,0,578
E1,M02,102-0,D,SF-102,A,202106,3,1,434
E1,M02,102-0,ALL,SF-102,A,202106,3,4,2890
E1,M02,102-0,A,SF-102,A,202107,4,0,1027
E1,M02,102-0,B,SF-102,A,202107,4,1,725
E1,M02,102-0,C,SF-102,A,202107,4,0,604
E1,M02,102-0,D,SF-102,A,202107,4,0,453
E1,M02,102-0,ALL,SF-102,A,202107,4,1,3020
E1,M02,102-0,A,SF-102,A,202108,5,1,1071
E1,M02,102-0,B,SF-102,A,202108,5,0,756
E1,M02,102-0,C,SF-102,A,202108,5,0,630
E1,M02,102-0,D,SF-102,A,202108,5,1,472
E1,M02,102-0,ALL,SF-102,A,202108,5,2,3150
E1,M02,102-0,A,SF-102,A,202109,6,1,1115
E1,M02,102-0,B,SF-102,A,202109,6,0,787
E1,M02,102-0,C,SF-102,A,202109,6,1,656
E1,M02,102-0,D,SF-102,A,202109,6,0,492
E1,M02,102-0,ALL,SF-102,A,202109,6,2,3280
E1,M02,102-0,A,SF-102,A,202110,7,0,1159
E1,M02,102-0,B,SF-102,A,202110,7,0,818
E1,M02,102-0,C,SF-102,A,202110,7,1,682
E1,M02,102-0,D,SF-102,A,202110,7,0,512
E1,M02,102-0,ALL,SF-102,A,202110,7,1,3410
E1,M02,102-0,A,SF-102,A,202111,8,0,1204
E1,M02,102-0,B,SF-102,A,202111,8,0,850
E1,M02,102-0,C,SF-102,A,202111,8,0,708
E1,M02,102-0,D,SF-102,A,202111,8,0,531
E1,M02,102-0,E,SF-102,A,202111,8,0,248
E1,M02,102-0,ALL,SF-102,A,202111,8,0,3540
E1,M02,102-0,A,SF-102,A,202112,9,1,1248
E1,M02,102-0,B,SF-102,A,202112,9,0,881
E1,M02,102-0,C,SF-102,A,202112,9,1,734
E1,M02,102-0,D,SF-102,A,202112,9,1,550
E1,M02,102-0,E,SF-102,A,202112,9,0,257
E1,M02,102-0,ALL,SF-102,A,202112,9,3,3670
E1,M02,102-0,A,SF-102,A,202201,10,2,1292
E1,M02,102-0,B,SF-102,A,202201,10,0,912
E1,M02,102-0,C,SF-102,A,202201,10,0,760
E1,M02,102-0,D,SF-102,A,202201,10,0,570
E1,M02,102-0,E,SF-102,A,202201,10,0,266
E1,M02,102-0,ALL,SF-102,A,202201,10,2,3800
E1,M02,102-0,A,SF-102,A,202202,11,1,1336
E1,M02,102-0,B,SF-102,A,202202,11,0,943
E1,M02,102-0,C,SF-102,A,202202,11,2,786
E1,M02,102-0,D,SF-102,A,202202,11,0,590
E1,M02,102-0,E,SF-102,A,202202,11,0,275
E1,M02,102-0,ALL,SF-102,A,202202,11,3,3930
E1,M02,102-0,A,SF-102,A,202203,12,2,1380
E1,M02,102-0,B,SF-102,A,202203,12,1,974
E1,M02,102-0,C,SF-102,A,202203,12,2,812
E1,M02,102-0,D,SF-102,A,202203,12,1,609
E1,M02,102-0,E,SF-102,A,202203,12,0,284
E1,M02,102-0,ALL,SF-102,A,202203,12,6,4060
E1,M02,102-0,A,SF-102,A,202204,13,0,1425
E1,M02,102-0,B,SF-102,A,202204,13,1,1006
E1,M02,102-0,C,SF-102,A,202204,13,3,838
E1,M02,102-0,D,SF-102,A,202204,13,1,628
E1,M02,102-0,E,SF-102,A,202204,13,0,293
E1,M02,102-0,ALL,SF-102,A,202204,13,5,4190
E1,M02,102-0,A,SF-102,A,202205,14,1,1469
E1,M02,102-0,B,SF-102,A,202205,14,0,1037
E1,M02,102-0,C,SF-102,A,202205,14,0,864
E1,M02,102-0,D,SF-102,A,202205,14,2,648
E1,M02,102-0,E,SF-102,A,202205,14,1,302
E1,M02,102-0,ALL,SF-102,A,202205,14,4,4320
E1,M02,102-0,A,SF-102,A,202206,15,3,1513
E1,M02,102-0,B,SF-102,A,202206,15,0,1068
E1,M02,102-0,C,SF-102,A,202206,15,1,890
E1,M02,102-0,D,SF-102,A,202206,15,0,668
E1,M02,102-0,E,SF-102,A,202206,15,0,312
E1,M02,102-0,ALL,SF-102,A,202206,15,4,4450
E1,M02,102-0,A,SF-102,A,202207,16,2,1557
E1,M02,102-0,B,SF-102,A,202207,16,4,1099
E1,M02,102-0,C,SF-102,A,202207,16,0,916
E1,M02,102-0,D,SF-102,A,202207,16,0,687
E1,M02,102-0,E,SF-102,A,202207,16,2,321
E1,M02,102-0,ALL,SF-102,A,202207,16,8,4580
E1,M02,102-0,A,SF-102,A,202208,17,1,1601
E1,M02,102-0,B,SF-102,A,202208,17,0,1130
E1,M02,102-0,C,SF-102,A,202208,17,0,942
E1,M02,102-0,D,SF-102,A,202208,17,2,706
E1,M02,102-0,E,SF-102,A,202208,17,0,330
E1,M02,102-0,ALL,SF-102,A,202208,17,3,4710
E1,M02,102-0,A,SF-102,A,202209,18,3,1646
E1,M02,102-0,B,SF-102,A,202209,18,2,1162
E1,M02,102-0,C,SF-102,A,202209,18,2,968
E1,M02,102-0,D,SF-102,A,202209,18,1,726
E1,M02,102-0,E,SF-102,A,202209,18,0,339
E1,M02,102-0,ALL,SF-102,A,202209,18,8,4840
E1,M02,102-0,A,SF-102,A,202210,19,3,1690
E1,M02,102-0,B,SF-102,A,202210,19,1,1193
E1,M02,102-0,C,SF-102,A,202210,19,1,994
E1,M02,102-0,D,SF-102,A,202210,19,1,746
E1,M02,102-0,E,SF-102,A,202210,19,0,348
E1,M02,102-0,ALL,SF-102,A,202210,19,6,4970
E1,M02,102-0,A,SF-102,A,202211,20,1,1734
E1,M02,102-0,B,SF-102,A,202211,20,0,1224
E1,M02,102-0,C,SF-102,A,202211,20,0,1020
E1,M02,102-0,D,SF-102,A,202211,20,2,765
E1,M02,102-0,E,SF-102,A,202211,20,0,357
E1,M02,102-0,ALL,SF-102,A,202211,20,3,5100
E1,M02,102-0,A,SF-102,A,202212,21,2,1778
E1,M02,102-0,B,SF-102,A,202212,21,1,1255
E1,M02,102-0,C,SF-102,A,202212,21,2,1046
E1,M02,102-0,D,SF-102,A,202212,21,2,784
E1,M02,102-0,E,SF-102,A,202212,21,0,366
E1,M02,102-0,ALL,SF-102,A,202212,21,7,5230
E1,M02,102-0,A,SF-102,A,202301,22,3,1822
E1,M02,102-0,B,SF-102,A,202301,22,1,1286
E1,M02,102-0,C,SF-102,A,202301,22,1,1072
E1,M02,102-0,D,SF-102,A,202301,22,0,804
E1,M02,102-0,E,SF-102,A,202301,22,0,375
E1,M02,102-0,ALL,SF-102,A,202301,22,5,5360
E1,M02,102-0,A,SF-102,A,202302,23,1,1867
E1,M02,102-0,B,SF-102,A,202302,23,4,1318
E1,M02,102-0,C,SF-102,A,202302,23,1,1098
E1,M02,102-0,D,SF-102,A,202302,23,0,824
E1,M02,102-0,E,SF-102,A,202302,23,0,384
E1,M02,102-0,ALL,SF-102,A,202302,23,6,5490
E1,M02,102-0,A,SF-102,A,202303,24,2,1911
E1,M02,102-0,B,SF-102,A,202303,24,3,1349
E1,M02,102-0,C,SF-102,A,202303,24,4,1124
E1,M02,102-0,D,SF-102,A,202303,24,2,843
E1,M02,102-0,E,SF-102,A,202303,24,0,393
E1,M02,102-0,ALL,SF-102,A,202303,24,11,5620
E1,M02,102-0,A,SF-102,A,202304,25,5,1955
E1,M02,102-0,B,SF-102,A,202304,25,2,1380
E1,M02,102-0,C,SF-102,A,202304,25,2,1150
E1,M02,102-0,D,SF-102,A,202304,25,2,862
E1,M02,102-0,E,SF-102,A,202304,25,0,403
E1,M02,102-0,ALL,SF-102,A,202304,25,11,5750
E1,M02,102-0,A,SF-102,A,202305,26,2,1999
E1,M02,102-0,B,SF-102,A,202305,26,1,1411
E1,M02,102-0,C,SF-102,A,202305,26,0,1176
E1,M02,102-0,D,SF-102,A,202305,26,0,882
E1,M02,102-0,E,SF-102,A,202305,26,1,412
E1,M02,102-0,ALL,SF-102,A,202305,26,4,5880
E1,M02,102-0,A,SF-102,A,202306,27,1,2043
E1,M02,102-0,B,SF-102,A,202306,27,1,1442
E1,M02,102-0,C,SF-102,A,202306,27,2,1202
E1,M02,102-0,D,SF-102,A,202306,27,0,902
E1,M02,102-0,E,SF-102,A,202306,27,0,421
E1,M02,102-0,ALL,SF-102,A,202306,27,4,6010
E1,M02,102-0,A,SF-102,A,202307,28,0,2088
E1,M02,102-0,B,SF-102,A,202307,28,0,1474
E1,M02,102-0,C,SF-102,A,202307,28,3,1228
E1,M02,102-0,D,SF-102,A,202307,28,1,921
E1,M02,102-0,E,SF-102,A,202307,28,0,430
E1,M02,102-0,ALL,SF-102,A,202307,28,4,6140
E1,M02,102-0,A,SF-102,A,202308,29,1,2132
E1,M02,102-0,B,SF-102,A,202308,29,1,1505
E1,M02,102-0,C,SF-102,A,202308,29,3,1254
E1,M02,102-0,D,SF-102,A,202308,29,1,940
E1,M02,102-0,E,SF-102,A,202308,29,2,439
E1,M02,102-0,ALL,SF-102,A,202308,29,8,6270
E1,M02,102-0,A,SF-102,A,202309,30,3,2176
E1,M02,102-0,B,SF-102,A,202309,30,3,1536
E1,M02,102-0,C,SF-102,A,202309,30,3,1280
E1,M02,102-0,D,SF-102,A,202309,30,2,960
E1,M02,102-0,E,SF-102,A,202309,30,0,448
E1,M02,102-0,ALL,SF-102,A,202309,30,11,6400
E1,M02,102-0,A,SF-102,A,202310,31,1,2220
E1,M02,102-0,B,SF-102,A,202310,31,3,1567
E1,M02,102-0,C,SF-102,A,202310,31,1,1306
E1,M02,102-0,D,SF-102,A,202310,31,1,980
E1,M02,102-0,E,SF-102,A,202310,31,1,457
E1,M02,102-0,ALL,SF-102,A,202310,31,7,6530
E1,M02,102-0,A,SF-102,A,202311,32,2,2264
E1,M02,102-0,B,SF-102,A,202311,32,1,1598
E1,M02,102-0,C,SF-102,A,202311,32,0,1332
E1,M02,102-0,D,SF-102,A,202311,32,1,999
E1,M02,102-0,E,SF-102,A,202311,32,0,466
E1,M02,102-0,ALL,SF-102,A,202311,32,4,6660
E1,M02,102-0,A,SF-102,A,202312,33,1,2309
E1,M02,102-0,B,SF-102,A,202312,33,0,1630
E1,M02,102-0,C,SF-102,A,202312,33,0,1358
E1,M02,102-0,D,SF-102,A,202312,33,1,1018
E1,M02,102-0,E,SF-102,A,202312,33,1,475
E1,M02,102-0,ALL,SF-102,A,202312,33,3,6790
E1,M02,102-0,A,SF-102,A,202401,34,1,2353
E1,M02,102-0,B,SF-102,A,202401,34,3,1661
E1,M02,102-0,C,SF-102,A,202401,34,1,1384
E1,M02,102-0,D,SF-102,A,202401,34,0,1038
E1,M02,102-0,E,SF-102,A,202401,34,0,484
E1,M02,102-0,ALL,SF-102,A,202401,34,5,6920
E1,M02,102-0,A,SF-102,A,202402,35,3,2397
E1,M02,102-0,B,SF-102,A,202402,35,2,1692
E1,M02,102-0,C,SF-102,A,202402,35,1,1410
E1,M02,102-0,D,SF-102,A,202402,35,1,1058
E1,M02,102-0,E,SF-102,A,202402,35,0,494
E1,M02,102-0,ALL,SF-102,A,202402,35,7,7050
E1,M02,102-0,A,SF-102,A,202403,36,2,2441
E1,M02,102-0,B,SF-102,A,202403,36,2,1723
E1,M02,102-0,C,SF-102,A,202403,36,2,1436
E1,M02,102-0,D,SF-102,A,202403,36,1,1077
E1,M02,102-0,E,SF-102,A,202403,36,3,503
E1,M02,102-0,ALL,SF-102,A,202403,36,10,7180
E1,M02,102-0,A,SF-102,A,202404,37,2,2485
E1,M02,102-0,B,SF-102,A,202404,37,0,1754
E1,M02,102-0,C,SF-102,A,202404,37,5,1462
E1,M02,102-0,D,SF-102,A,202404,37,0,1096
E1,M02,102-0,E,SF-102,A,202404,37,0,512
E1,M02,102-0,ALL,SF-102,A,202404,37,7,7310
E1,M02,102-0,A,SF-102,A,202405,38,2,2530
E1,M02,102-0,B,SF-102,A,202405,38,4,1786
E1,M02,102-0,C,SF-102,A,202405,38,2,1488
E1,M02,102-0,D,SF-102,A,202405,38,2,1116
E1,M02,102-0,E,SF-102,A,202405,38,0,521
E1,M02,102-0,ALL,SF-102,A,202405,38,10,7440
E1,M02,102-0,A,SF-102,A,202406,39,0,2574
E1,M02,102-0,B,SF-102,A,202406,39,2,1817
E1,M02,102-0,C,SF-102,A,202406,39,2,1514
E1,M02,102-0,D,SF-102,A,202406,39,1,1136
E1,M02,102-0,E,SF-102,A,202406,39,1,530
E1,M02,102-0,ALL,SF-102,A,202406,39,6,7570
E1,M02,102-0,A,SF-102,A,202407,40,2,2618
E1,M02,102-0,B,SF-102,A,202407,40,3,1848
E1,M02,102-0,C,SF-102,A,202407,40,1,1540
E1,M02,102-0,D,SF-102,A,202407,40,1,1155
E1,M02,102-0,E,SF-102,A,202407,40,0,539
E1,M02,102-0,ALL,SF-102,A,202407,40,7,7700
E1,M02,102-0,A,SF-102,A,202408,41,6,2662
E1,M02,102-0,B,SF-102,A,202408,41,2,1879
E1,M02,102-0,C,SF-102,A,202408,41,0,1566
E1,M02,102-0,D,SF-102,A,202408,41,0,1174
E1,M02,102-0,E,SF-102,A,202408,41,3,548
E1,M02,102-0,ALL,SF-102,A,202408,41,11,7830
E1,M02,102-0,A,SF-102,A,202409,42,6,2706
E1,M02,102-0,B,SF-102,A,202409,42,1,1910
E1,M02,102-0,C,SF-102,A,202409,42,0,1592
E1,M02,102-0,D,SF-102,A,202409,42,1,1194
E1,M02,102-0,E,SF-102,A,202409,42,0,557
E1,M02,102-0,ALL,SF-102,A,202409,42,8,7960
E1,M02,102-0,A,SF-102,A,202410,43,5,2751
E1,M02,102-0,B,SF-102,A,202410,43,3,1942
E1,M02,102-0,C,SF-102,A,202410,43,3,1618
E1,M02,102-0,D,SF-102,A,202410,43,1,1214
E1,M02,102-0,E,SF-102,A,202410,43,0,566
E1,M02,102-0,ALL,SF-102,A,202410,43,12,8090
E1,M02,102-0,A,SF-102,A,202411,44,3,2795
E1,M02,102-0,B,SF-102,A,202411,44,1,1973
E1,M02,102-0,C,SF-102,A,202411,44,1,1644
E1,M02,102-0,D,SF-102,A,202411,44,4,1233
E1,M02,102-0,E,SF-102,A,202411,44,0,575
E1,M02,102-0,ALL,SF-102,A,202411,44,9,8220
E1,M02,102-0,A,SF-102,A,202412,45,6,2839
E1,M02,102-0,B,SF-102,A,202412,45,2,2004
E1,M02,102-0,C,SF-102,A,202412,45,2,1670
E1,M02,102-0,D,SF-102,A,202412,45,2,1252
E1,M02,102-0,E,SF-102,A,202412,45,0,584
E1,M02,102-0,ALL,SF-102,A,202412,45,12,8350
E1,M02,103-0,A,SF-103,A,202103,0,1,850
E1,M02,103-0,D,SF-103,A,202103,0,1,375
E1,M02,103-0,ALL,SF-103,A,202103,0,2,2500
E1,M02,103-1,D,SF-103,A,202103,0,1,375
E1,M02,103-1,ALL,SF-103,A,202103,0,1,2500
E1,M02,103-0,A,SF-103,A,202104,1,3,894
E1,M02,103-0,B,SF-103,A,202104,1,1,631
E1,M02,103-0,ALL,SF-103,A,202104,1,4,2630
E1,M02,103-1,B,SF-103,A,202104,1,1,631
E1,M02,103-1,C,SF-103,A,202104,1,1,526
E1,M02,103-1,D,SF-103,A,202104,1,1,394
E1,M02,103-1,ALL,SF-103,A,202104,1,3,2630
E1,M02,103-0,A,SF-103,A,202105,2,0,938
E1,M02,103-0,B,SF-103,A,202105,2,1,662
E1,M02,103-0,C,SF-103,A,202105,2,0,552
E1,M02,103-0,D,SF-103,A,202105,2,0,414
E1,M02,103-0,ALL,SF-103,A,202105,2,1,2760
E1,M02,103-1,A,SF-103,A,202105,2,1,938
E1,M02,103-1,B,SF-103,A,202105,2,0,662
E1,M02,103-1,C,SF-103,A,202105,2,0,552
E1,M02,103-1,D,SF-103,A,202105,2,0,414
E1,M02,103-1,ALL,SF-103,A,202105,2,1,2760
E1,M02,103-0,A,SF-103,A,202106,3,0,983
E1,M02,103-0,B,SF-103,A,202106,3,2,694
E1,M02,103-0,C,SF-103,A,202106,3,0,578
E1,M02,103-0,D,SF-103,A,202106,3,0,434
E1,M02,103-0,ALL,SF-103,A,202106,3,2,2890
E1,M02,103-1,A,SF-103,A,202106,3,1,983
E1,M02,103-1,B,SF-103,A,202106,3,0,694
E1,M02,103-1,C,SF-103,A,202106,3,0,578
E1,M02,103-1,D,SF-103,A,202106,3,0,434
E1,M02,103-1,ALL,SF-103,A,202106,3,1,2890
E1,M02,103-0,A,SF-103,A,202107,4,3,1027
E1,M02,103-0,B,SF-103,A,202107,4,0,725
E1,M02,103-0,C,SF-103,A,202107,4,0,604
E1,M02,103-0,D,SF-103,A,202107,4,0,453
E1,M02,103-0,ALL,SF-103,A,202107,4,3,3020
E1,M02,103-1,A,SF-103,A,202107,4,0,1027
E1,M02,103-1,B,SF-103,A,202107,4,0,725
E1,M02,103-1,C,SF-103,A,202107,4,2,604
E1,M02,103-1,D,SF-103,A,202107,4,0,453
E1,M02,103-1,ALL,SF-103,A,202107,4,2,3020
E1,M02,103-0,A,SF-103,A,202108,5,0,1071
E1,M02,103-0,B,SF-103,A,202108,5,0,756
E1,M02,103-0,C,SF-103,A,202108,5,1,630
E1,M02,103-0,D,SF-103,A,202108,5,1,472
E1,M02,103-0,ALL,SF-103,A,202108,5,2,3150
E1,M02,103-1,A,SF-103,A,202108,5,0,1071
E1,M02,103-1,B,SF-103,A,202108,5,0,756
E1,M02,103-1,C,SF-103,A,202108,5,0,630
E1,M02,103-1,D,SF-103,A,202108,5,0,472
E1,M02,103-1,ALL,SF-103,A,202108,5,0,3150
E1,M02,103-0,A,SF-103,A,202109,6,0,1115
E1,M02,103-0,B,SF-103,A,202109,6,1,787
E1,M02,103-0,C,SF-103,A,202109,6,0,656
E1,M02,103-0,D,SF-103,A,202109,6,0,492
E1,M02,103-0,ALL,SF-103,A,202109,6,1,3280
E1,M02,103-1,A,SF-103,A,202109,6,0,1115
E1,M02,103-1,B,SF-103,A,202109,6,0,787
E1,M02,103-1,C,SF-103,A,202109,6,1,656
E1,M02,103-1,D,SF-103,A,202109,6,0,492
E1,M02,103-1,ALL,SF-103,A,202109,6,1,3280
E1,M02,103-0,A,SF-103,A,202110,7,0,1159
E1,M02,103-0,B,SF-103,A,202110,7,0,818
