事業コード,開発コード,部番,販社,SF-CODE,ランク,年月,経過月,累積販売台数,月次使用数
E1,M04,101-0,D,SF-101,A,202306,24,843,1.0
E1,M04,101-0,D,SF-101,A,202307,25,862,0.0
E1,M04,101-0,D,SF-101,A,202308,26,882,2.0
E1,M04,101-0,D,SF-101,A,202309,27,902,1.0
E1,M04,101-0,D,SF-101,A,202310,28,921,2.0
E1,M04,101-0,D,SF-101,A,202311,29,940,0.0
E1,M04,101-0,D,SF-101,A,202312,30,960,0.0
E1,M04,101-0,D,SF-101,A,202401,31,980,1.0
E1,M04,101-0,D,SF-101,A,202402,32,999,2.0
E1,M04,101-0,D,SF-101,A,202403,33,1018,0.0
E1,M04,101-0,D,SF-101,A,202404,34,1038,1.0
E1,M04,101-0,D,SF-101,A,202405,35,1058,1.0
E1,M04,101-0,D,SF-101,A,202406,36,1077,2.0
E1,M04,101-0,D,SF-101,A,202407,37,1096,2.0
E1,M04,101-0,D,SF-101,A,202408,38,1116,0.0
E1,M04,101-0,D,SF-101,A,202409,39,1136,1.0
E1,M04,101-0,D,SF-101,A,202410,40,1155,1.0
E1,M04,101-0,E,SF-101,A,202202,8,248,0.0
E1,M04,101-0,E,SF-101,A,202203,9,257,1.0
E1,M04,101-0,E,SF-101,A,202204,10,266,0.0
E1,M04,101-0,E,SF-101,A,202205,11,275,0.0
E1,M04,101-0,E,SF-101,A,202206,12,284,0.0
E1,M04,101-0,E,SF-101,A,202207,13,293,1.0
E1,M04,101-0,E,SF-101,A,202208,14,302,0.0
E1,M04,101-0,E,SF-101,A,202209,15,312,1.0
E1,M04,101-0,E,SF-101,A,202210,16,321,0.0
E1,M04,101-0,E,SF-101,A,202211,17,330,1.0
E1,M04,101-0,E,SF-101,A,202212,18,339,0.0
E1,M04,101-0,E,SF-101,A,202301,19,348,1.0
E1,M04,101-0,E,SF-101,A,202302,20,357,0.0
E1,M04,101-0,E,SF-101,A,202303,21,366,0.0
E1,M04,101-0,E,SF-101,A,202304,22,375,1.0
E1,M04,101-0,E,SF-101,A,202305,23,384,1.0
E1,M04,101-0,E,SF-101,A,202306,24,393,0.0
E1,M04,101-0,E,SF-101,A,202307,25,403,0.0
E1,M04,101-0,E,SF-101,A,202308,26,412,0.0
E1,M04,101-0,E,SF-101,A,202309,27,421,0.0
E1,M04,101-0,E,SF-101,A,202310,28,430,0.0
E1,M04,101-0,E,SF-101,A,202311,29,439,0.0
E1,M04,101-0,E,SF-101,A,202312,30,448,0.0
E1,M04,101-0,E,SF-101,A,202401,31,457,0.0
E1,M04,101-0,E,SF-101,A,202402,32,466,1.0
E1,M04,101-0,E,SF-101,A,202403,33,475,1.0
E1,M04,101-0,E,SF-101,A,202404,34,484,1.0
E1,M04,101-0,E,SF-101,A,202405,35,494,0.0
E1,M04,101-0,E,SF-101,A,202406,36,503,0.0
E1,M04,101-0,E,SF-101,A,202407,37,512,1.0
E1,M04,101-0,E,SF-101,A,202408,38,521,0.0
E1,M04,101-0,E,SF-101,A,202409,39,530,1.0
E1,M04,101-0,E,SF-101,A,202410,40,539,0.0
E1,M04,101-0,E,SF-101,A,202411,41,548,2.0
E1,M04,101-0,E,SF-101,A,202412,42,557,1.0
E1,M04,102-0,A,SF-102,A,202106,0,850,1.0
E1,M04,102-0,A,SF-102,A,202107,1,894,2.0
E1,M04,102-0,A,SF-102,A,202108,2,938,0.0
E1,M04,102-0,A,SF-102,A,202109,3,983,2.0
E1,M04,102-0,A,SF-102,A,202110,4,1027,1.0
E1,M04,102-0,A,SF-102,A,202111,5,1071,2.0
E1,M04,102-0,A,SF-102,A,202112,6,1115,1.0
E1,M04,102-0,A,SF-102,A,202201,7,1159,1.0
E1,M04,102-0,A,SF-102,A,202202,8,1204,3.0
E1,M04,102-0,A,SF-102,A,202203,9,1248,1.0
E1,M04,102-0,A,SF-102,A,202204,10,1292,1.0
E1,M04,102-0,A,SF-102,A,202205,11,1336,2.0
E1,M04,102-0,A,SF-102,A,202206,12,1380,0.0
E1,M04,102-0,A,SF-102,A,202207,13,1425,0.0
E1,M04,102-0,A,SF-102,A,202208,14,1469,0.0
E1,M04,102-0,A,SF-102,A,202209,15,1513,3.0
E1,M04,102-0,A,SF-102,A,202210,16,1557,4.0
E1,M04,102-0,A,SF-102,A,202211,17,1601,2.0
E1,M04,102-0,A,SF-102,A,202212,18,1646,2.0
E1,M04,102-0,A,SF-102,A,202301,19,1690,4.0
E1,M04,102-0,A,SF-102,A,202302,20,1734,1.0
E1,M04,102-0,A,SF-102,A,202303,21,1778,1.0
E1,M04,102-0,A,SF-102,A,202304,22,1822,2.0
E1,M04,102-0,A,SF-102,A,202305,23,1867,2.0
E1,M04,102-0,A,SF-102,A,202306,24,1911,1.0
E1,M04,102-0,A,SF-102,A,202307,25,1955,2.0
E1,M04,102-0,A,SF-102,A,202308,26,1999,3.0
E1,M04,102-0,A,SF-102,A,202309,27,2043,7.0
E1,M04,102-0,A,SF-102,A,202310,28,2088,3.0
E1,M04,102-0,A,SF-102,A,202311,29,2132,1.0
E1,M04,102-0,A,SF-102,A,202312,30,2176,0.0
E1,M04,102-0,A,SF-102,A,202401,31,2220,3.0
E1,M04,102-0,A,SF-102,A,202402,32,2264,4.0
E1,M04,102-0,A,SF-102,A,202403,33,2309,6.0
E1,M04,102-0,A,SF-102,A,202404,34,2353,4.0
E1,M04,102-0,A,SF-102,A,202405,35,2397,1.0
E1,M04,102-0,A,SF-102,A,202406,36,2441,3.0
E1,M04,102-0,A,SF-102,A,202407,37,2485,2.0
E1,M04,102-0,A,SF-102,A,202408,38,2530,3.0
E1,M04,102-0,A,SF-102,A,202409,39,2574,2.0
E1,M04,102-0,A,SF-102,A,202410,40,2618,4.0
E1,M04,102-0,A,SF-102,A,202411,41,2662,2.0
E1,M04,102-0,A,SF-102,A,202412,42,2706,2.0
E1,M04,102-0,ALL,SF-102,A,202106,0,2500,3.0
E1,M04,102-0,ALL,SF-102,A,202107,1,2630,4.0
E1,M04,102-0,ALL,SF-102,A,202108,2,2760,3.0
E1,M04,102-0,ALL,SF-102,A,202109,3,2890,3.0
E1,M04,102-0,ALL,SF-102,A,202110,4,3020,2.0
E1,M04,102-0,ALL,SF-102,A,202111,5,3150,3.0
E1,M04,102-0,ALL,SF-102,A,202112,6,3280,4.0
E1,M04,102-0,ALL,SF-102,A,202201,7,3410,7.0
E1,M04,102-0,ALL,SF-102,A,202202,8,3540,4.0
E1,M04,102-0,ALL,SF-102,A,202203,9,3670,3.0
E1,M04,102-0,ALL,SF-102,A,202204,10,3800,4.0
E1,M04,102-0,ALL,SF-102,A,202205,11,3930,3.0
E1,M04,102-0,ALL,SF-102,A,202206,12,4060,3.0
E1,M04,102-0,ALL,SF-102,A,202207,13,4190,0.0
E1,M04,102-0,ALL,SF-102,A,202208,14,4320,4.0
E1,M04,102-0,ALL,SF-102,A,202209,15,4450,5.0
E1,M04,102-0,ALL,SF-102,A,202210,16,4580,10.0
E1,M04,102-0,ALL,SF-102,A,202211,17,4710,7.0
E1,M04,102-0,ALL,SF-102,A,202212,18,4840,4.0
E1,M04,102-0,ALL,SF-102,A,202301,19,4970,13.0
E1,M04,102-0,ALL,SF-102,A,202302,20,5100,3.0
E1,M04,102-0,ALL,SF-102,A,202303,21,5230,6.0
E1,M04,102-0,ALL,SF-102,A,202304,22,5360,5.0
E1,M04,102-0,ALL,SF-102,A,202305,23,5490,6.0
E1,M04,102-0,ALL,SF-102,A,202306,24,5620,7.0
E1,M04,102-0,ALL,SF-102,A,202307,25,5750,6.0
E1,M04,102-0,ALL,SF-102,A,202308,26,5880,5.0
E1,M04,102-0,ALL,SF-102,A,202309,27,6010,10.0
E1,M04,102-0,ALL,SF-102,A,202310,28,6140,7.0
E1,M04,102-0,ALL,SF-102,A,202311,29,6270,5.0
E1,M04,102-0,ALL,SF-102,A,202312,30,6400,6.0
E1,M04,102-0,ALL,SF-102,A,202401,31,6530,7.0
E1,M04,102-0,ALL,SF-102,A,202402,32,6660,7.0
E1,M04,102-0,ALL,SF-102,A,202403,33,6790,11.0
E1,M04,102-0,ALL,SF-102,A,202404,34,6920,8.0
E1,M04,102-0,ALL,SF-102,A,202405,35,7050,6.0
E1,M04,102-0,ALL,SF-102,A,202406,36,7180,7.0
E1,M04,102-0,ALL,SF-102,A,202407,37,7310,6.0
E1,M04,102-0,ALL,SF-102,A,202408,38,7440,6.0
E1,M04,102-0,ALL,SF-102,A,202409,39,7570,6.0
E1,M04,102-0,ALL,SF-102,A,202410,40,7700,9.0
E1,M04,102-0,ALL,SF-102,A,202411,41,7830,5.0
E1,M04,102-0,ALL,SF-102,A,202412,42,7960,4.0
E1,M04,102-0,B,SF-102,A,202106,0,600,1.0
E1,M04,102-0,B,SF-102,A,202107,1,631,1.0
E1,M04,102-0,B,SF-102,A,202108,2,662,1.0
E1,M04,102-0,B,SF-102,A,202109,3,694,1.0
E1,M04,102-0,B,SF-102,A,202110,4,725,0.0
E1,M04,102-0,B,SF-102,A,202111,5,756,0.0
E1,M04,102-0,B,SF-102,A,202112,6,787,1.0
E1,M04,102-0,B,SF-102,A,202201,7,818,2.0
E1,M04,102-0,B,SF-102,A,202202,8,850,1.0
E1,M04,102-0,B,SF-102,A,202203,9,881,2.0
E1,M04,102-0,B,SF-102,A,202204,10,912,1.0
E1,M04,102-0,B,SF-102,A,202205,11,943,1.0
E1,M04,102-0,B,SF-102,A,202206,12,974,2.0
E1,M04,102-0,B,SF-102,A,202207,13,1006,0.0
E1,M04,102-0,B,SF-102,A,202208,14,1037,1.0
E1,M04,102-0,B,SF-102,A,202209,15,1068,1.0
E1,M04,102-0,B,SF-102,A,202210,16,1099,3.0
E1,M04,102-0,B,SF-102,A,202211,17,1130,1.0
E1,M04,102-0,B,SF-102,A,202212,18,1162,0.0
E1,M04,102-0,B,SF-102,A,202301,19,1193,4.0
E1,M04,102-0,B,SF-102,A,202302,20,1224,2.0
E1,M04,102-0,B,SF-102,A,202303,21,1255,3.0
E1,M04,102-0,B,SF-102,A,202304,22,1286,3.0
E1,M04,102-0,B,SF-102,A,202305,23,1318,3.0
E1,M04,102-0,B,SF-102,A,202306,24,1349,1.0
E1,M04,102-0,B,SF-102,A,202307,25,1380,1.0
E1,M04,102-0,B,SF-102,A,202308,26,1411,1.0
E1,M04,102-0,B,SF-102,A,202309,27,1442,0.0
E1,M04,102-0,B,SF-102,A,202310,28,1474,1.0
E1,M04,102-0,B,SF-102,A,202311,29,1505,2.0
E1,M04,102-0,B,SF-102,A,202312,30,1536,4.0
E1,M04,102-0,B,SF-102,A,202401,31,1567,1.0
E1,M04,102-0,B,SF-102,A,202402,32,1598,1.0
E1,M04,102-0,B,SF-102,A,202403,33,1630,1.0
E1,M04,102-0,B,SF-102,A,202404,34,1661,2.0
E1,M04,102-0,B,SF-102,A,202405,35,1692,2.0
E1,M04,102-0,B,SF-102,A,202406,36,1723,3.0
E1,M04,102-0,B,SF-102,A,202407,37,1754,0.0
E1,M04,102-0,B,SF-102,A,202408,38,1786,2.0
E1,M04,102-0,B,SF-102,A,202409,39,1817,0.0
E1,M04,102-0,B,SF-102,A,202410,40,1848,2.0
E1,M04,102-0,B,SF-102,A,202411,41,1879,2.0
E1,M04,102-0,B,SF-102,A,202412,42,1910,1.0
E1,M04,102-0,C,SF-102,A,202106,0,500,1.0
E1,M04,102-0,C,SF-102,A,202107,1,526,1.0
E1,M04,102-0,C,SF-102,A,202108,2,552,0.0
E1,M04,102-0,C,SF-102,A,202109,3,578,0.0
E1,M04,102-0,C,SF-102,A,202110,4,604,0.0
E1,M04,102-0,C,SF-102,A,202111,5,630,1.0
E1,M04,102-0,C,SF-102,A,202112,6,656,2.0
E1,M04,102-0,C,SF-102,A,202201,7,682,3.0
E1,M04,102-0,C,SF-102,A,202202,8,708,0.0
E1,M04,102-0,C,SF-102,A,202203,9,734,0.0
E1,M04,102-0,C,SF-102,A,202204,10,760,1.0
E1,M04,102-0,C,SF-102,A,202205,11,786,0.0
E1,M04,102-0,C,SF-102,A,202206,12,812,1.0
E1,M04,102-0,C,SF-102,A,202207,13,838,0.0
E1,M04,102-0,C,SF-102,A,202208,14,864,2.0
E1,M04,102-0,C,SF-102,A,202209,15,890,1.0
E1,M04,102-0,C,SF-102,A,202210,16,916,1.0
E1,M04,102-0,C,SF-102,A,202211,17,942,4.0
E1,M04,102-0,C,SF-102,A,202212,18,968,1.0
E1,M04,102-0,C,SF-102,A,202301,19,994,5.0
E1,M04,102-0,C,SF-102,A,202302,20,1020,0.0
E1,M04,102-0,C,SF-102,A,202303,21,1046,1.0
E1,M04,102-0,C,SF-102,A,202304,22,1072,0.0
E1,M04,102-0,C,SF-102,A,202305,23,1098,0.0
E1,M04,102-0,C,SF-102,A,202306,24,1124,2.0
E1,M04,102-0,C,SF-102,A,202307,25,1150,1.0
E1,M04,102-0,C,SF-102,A,202308,26,1176,0.0
E1,M04,102-0,C,SF-102,A,202309,27,1202,0.0
E1,M04,102-0,C,SF-102,A,202310,28,1228,1.0
E1,M04,102-0,C,SF-102,A,202311,29,1254,1.0
E1,M04,102-0,C,SF-102,A,202312,30,1280,1.0
E1,M04,102-0,C,SF-102,A,202401,31,1306,2.0
E1,M04,102-0,C,SF-102,A,202402,32,1332,1.0
E1,M04,102-0,C,SF-102,A,202403,33,1358,3.0
E1,M04,102-0,C,SF-102,A,202404,34,1384,1.0
E1,M04,102-0,C,SF-102,A,202405,35,1410,0.0
E1,M04,102-0,C,SF-102,A,202406,36,1436,1.0
E1,M04,102-0,C,SF-102,A,202407,37,1462,3.0
E1,M04,102-0,C,SF-102,A,202408,38,1488,0.0
E1,M04,102-0,C,SF-102,A,202409,39,1514,2.0
E1,M04,102-0,C,SF-102,A,202410,40,1540,2.0
E1,M04,102-0,C,SF-102,A,202411,41,1566,1.0
E1,M04,102-0,D,SF-102,A,202108,2,414,2.0
E1,M04,102-0,D,SF-102,A,202109,3,434,0.0
E1,M04,102-0,D,SF-102,A,202110,4,453,1.0
E1,M04,102-0,D,SF-102,A,202111,5,472,0.0
E1,M04,102-0,D,SF-102,A,202112,6,492,0.0
E1,M04,102-0,D,SF-102,A,202201,7,512,1.0
E1,M04,102-0,D,SF-102,A,202202,8,531,0.0
E1,M04,102-0,D,SF-102,A,202203,9,550,0.0
E1,M04,102-0,D,SF-102,A,202204,10,570,1.0
E1,M04,102-0,D,SF-102,A,202205,11,590,0.0
E1,M04,102-0,D,SF-102,A,202206,12,609,0.0
E1,M04,102-0,D,SF-102,A,202207,13,628,0.0
E1,M04,102-0,D,SF-102,A,202208,14,648,1.0
E1,M04,102-0,D,SF-102,A,202209,15,668,0.0
E1,M04,102-0,D,SF-102,A,202210,16,687,1.0
E1,M04,102-0,D,SF-102,A,202211,17,706,0.0
E1,M04,102-0,D,SF-102,A,202212,18,726,1.0
E1,M04,102-0,D,SF-102,A,202301,19,746,0.0
E1,M04,102-0,D,SF-102,A,202302,20,765,0.0
E1,M04,102-0,D,SF-102,A,202303,21,784,1.0
E1,M04,102-0,D,SF-102,A,202304,22,804,0.0
E1,M04,102-0,D,SF-102,A,202305,23,824,1.0
E1,M04,102-0,D,SF-102,A,202306,24,843,3.0
E1,M04,102-0,D,SF-102,A,202307,25,862,0.0
E1,M04,102-0,D,SF-102,A,202308,26,882,0.0
E1,M04,102-0,D,SF-102,A,202309,27,902,2.0
E1,M04,102-0,D,SF-102,A,202310,28,921,2.0
E1,M04,102-0,D,SF-102,A,202311,29,940,1.0
E1,M04,102-0,D,SF-102,A,202312,30,960,0.0
E1,M04,102-0,D,SF-102,A,202401,31,980,1.0
E1,M04,102-0,D,SF-102,A,202402,32,999,1.0
E1,M04,102-0,D,SF-102,A,202403,33,1018,0.0
E1,M04,102-0,D,SF-102,A,202404,34,1038,0.0
E1,M04,102-0,D,SF-102,A,202405,35,1058,2.0
E1,M04,102-0,D,SF-102,A,202406,36,1077,0.0
E1,M04,102-0,D,SF-102,A,202407,37,1096,1.0
E1,M04,102-0,D,SF-102,A,202408,38,1116,0.0
E1,M04,102-0,D,SF-102,A,202409,39,1136,2.0
E1,M04,102-0,D,SF-102,A,202410,40,1155,0.0
E1,M04,102-0,E,SF-102,A,202202,8,248,0.0
E1,M04,102-0,E,SF-102,A,202203,9,257,0.0
E1,M04,102-0,E,SF-102,A,202204,10,266,0.0
E1,M04,102-0,E,SF-102,A,202205,11,275,0.0
E1,M04,102-0,E,SF-102,A,202206,12,284,0.0
E1,M04,102-0,E,SF-102,A,202207,13,293,0.0
E1,M04,102-0,E,SF-102,A,202208,14,302,0.0
E1,M04,102-0,E,SF-102,A,202209,15,312,0.0
E1,M04,102-0,E,SF-102,A,202210,16,321,1.0
E1,M04,102-0,E,SF-102,A,202211,17,330,0.0
E1,M04,102-0,E,SF-102,A,202212,18,339,0.0
E1,M04,102-0,E,SF-102,A,202301,19,348,0.0
E1,M04,102-0,E,SF-102,A,202302,20,357,0.0
E1,M04,102-0,E,SF-102,A,202303,21,366,0.0
E1,M04,102-0,E,SF-102,A,202304,22,375,0.0
E1,M04,102-0,E,SF-102,A,202305,23,384,0.0
E1,M04,102-0,E,SF-102,A,202306,24,393,0.0
E1,M04,102-0,E,SF-102,A,202307,25,403,2.0
E1,M04,102-0,E,SF-102,A,202308,26,412,1.0
E1,M04,102-0,E,SF-102,A,202309,27,421,1.0
E1,M04,102-0,E,SF-102,A,202310,28,430,0.0
E1,M04,102-0,E,SF-102,A,202311,29,439,0.0
E1,M04,102-0,E,SF-102,A,202312,30,448,1.0
E1,M04,102-0,E,SF-102,A,202401,31,457,0.0
E1,M04,102-0,E,SF-102,A,202402,32,466,0.0
E1,M04,102-0,E,SF-102,A,202403,33,475,1.0
E1,M04,102-0,E,SF-102,A,202404,34,484,1.0
E1,M04,102-0,E,SF-102,A,202405,35,494,1.0
E1,M04,102-0,E,SF-102,A,202406,36,503,0.0
E1,M04,102-0,E,SF-102,A,202407,37,512,0.0
E1,M04,102-0,E,SF-102,A,202408,38,521,1.0
E1,M04,102-0,E,SF-102,A,202409,39,530,0.0
E1,M04,102-0,E,SF-102,A,202410,40,539,1.0
E1,M04,102-0,E,SF-102,A,202411,41,548,0.0
E1,M04,102-0,E,SF-102,A,202412,42,557,1.0
E1,M04,103-0,A,SF-103,A,202106,0,850,1.0
E1,M04,103-0,A,SF-103,A,202108,2,938,0.0
E1,M04,103-0,A,SF-103,A,202109,3,983,0.0
E1,M04,103-0,A,SF-103,A,202110,4,1027,1.0
E1,M04,103-0,A,SF-103,A,202111,5,1071,1.0
E1,M04,103-0,A,SF-103,A,202112,6,1115,1.0
E1,M04,103-0,A,SF-103,A,202201,7,1159,0.0
E1,M04,103-0,A,SF-103,A,202202,8,1204,1.0
E1,M04,103-0,A,SF-103,A,202203,9,1248,0.0
E1,M04,103-0,A,SF-103,A,202204,10,1292,2.0
E1,M04,103-0,A,SF-103,A,202205,11,1336,1.0
E1,M04,103-0,A,SF-103,A,202206,12,1380,2.0
E1,M04,103-0,A,SF-103,A,202207,13,1425,4.0
E1,M04,103-0,A,SF-103,A,202208,14,1469,1.0
E1,M04,103-0,A,SF-103,A,202209,15,1513,2.0
E1,M04,103-0,A,SF-103,A,202210,16,1557,3.0
E1,M04,103-0,A,SF-103,A,202211,17,1601,1.0
E1,M04,103-0,A,SF-103,A,202212,18,1646,1.0
E1,M04,103-0,A,SF-103,A,202301,19,1690,0.0
E1,M04,103-0,A,SF-103,A,202302,20,1734,4.0
E1,M04,103-0,A,SF-103,A,202303,21,1778,0.0
E1,M04,103-0,A,SF-103,A,202304,22,1822,5.0
E1,M04,103-0,A,SF-103,A,202305,23,1867,4.0
E1,M04,103-0,A,SF-103,A,202306,24,1911,0.0
E1,M04,103-0,A,SF-103,A,202307,25,1955,2.0
E1,M04,103-0,A,SF-103,A,202308,26,1999,2.0
E1,M04,103-0,A,SF-103,A,202309,27,2043,0.0
E1,M04,103-0,A,SF-103,A,202310,28,2088,0.0
E1,M04,103-0,A,SF-103,A,202311,29,2132,0.0
E1,M04,103-0,A,SF-103,A,202312,30,2176,2.0
E1,M04,103-0,A,SF-103,A,202401,31,2220,2.0
E1,M04,103-0,A,SF-103,A,202402,32,2264,1.0
E1,M04,103-0,A,SF-103,A,202403,33,2309,1.0
E1,M04,103-0,A,SF-103,A,202404,34,2353,1.0
E1,M04,103-0,A,SF-103,A,202405,35,2397,3.0
E1,M04,103-0,A,SF-103,A,202406,36,2441,1.0
E1,M04,103-0,A,SF-103,A,202407,37,2485,2.0
E1,M04,103-0,A,SF-103,A,202408,38,2530,0.0
E1,M04,103-0,A,SF-103,A,202409,39,2574,1.0
E1,M04,103-0,A,SF-103,A,202410,40,2618,3.0
E1,M04,103-0,A,SF-103,A,202411,41,2662,3.0
E1,M04,103-0,A,SF-103,A,202412,42,2706,1.0
E1,M04,103-0,ALL,SF-103,A,202106,0,2500,1.0
E1,M04,103-0,ALL,SF-103,A,202107,1,2630,2.0
E1,M04,103-0,ALL,SF-103,A,202108,2,2760,3.0
E1,M04,103-0,ALL,SF-103,A,202109,3,2890,3.0
E1,M04,103-0,ALL,SF-103,A,202110,4,3020,2.0
E1,M04,103-0,ALL,SF-103,A,202111,5,3150,1.0
E1,M04,103-0,ALL,SF-103,A,202112,6,3280,2.0
E1,M04,103-0,ALL,SF-103,A,202201,7,3410,0.0
E1,M04,103-0,ALL,SF-103,A,202202,8,3540,5.0
E1,M04,103-0,ALL,SF-103,A,202203,9,3670,2.0
E1,M04,103-0,ALL,SF-103,A,202204,10,3800,6.0
E1,M04,103-0,ALL,SF-103,A,202205,11,3930,4.0
E1,M04,103-0,ALL,SF-103,A,202206,12,4060,4.0
E1,M04,103-0,ALL,SF-103,A,202207,13,4190,5.0
E1,M04,103-0,ALL,SF-103,A,202208,14,4320,2.0
E1,M04,103-0,ALL,SF-103,A,202209,15,4450,5.0
E1,M04,103-0,ALL,SF-103,A,202210,16,4580,3.0
E1,M04,103-0,ALL,SF-103,A,202211,17,4710,1.0
E1,M04,103-0,ALL,SF-103,A,202212,18,4840,1.0
E1,M04,103-0,ALL,SF-103,A,202301,19,4970,1.0
E1,M04,103-0,ALL,SF-103,A,202302,20,5100,6.0
E1,M04,103-0,ALL,SF-103,A,202303,21,5230,3.0
E1,M04,103-0,ALL,SF-103,A,202304,22,5360,5.0
E1,M04,103-0,ALL,SF-103,A,202305,23,5490,5.0
E1,M04,103-0,ALL,SF-103,A,202306,24,5620,3.0
E1,M04,103-0,ALL,SF-103,A,202307,25,5750,5.0
E1,M04,103-0,ALL,SF-103,A,202308,26,5880,7.0
E1,M04,103-0,ALL,SF-103,A,202309,27,6010,2.0
E1,M04,103-0,ALL,SF-103,A,202310,28,6140,3.0
E1,M04,103-0,ALL,SF-103,A,202311,29,6270,1.0
E1,M04,103-0,ALL,SF-103,A,202312,30,6400,4.0
E1,M04,103-0,ALL,SF-103,A,202401,31,6530,5.0
E1,M04,103-0,ALL,SF-103,A,202402,32,6660,5.0
E1,M04,103-0,ALL,SF-103,A,202403,33,6790,5.0
E1,M04,103-0,ALL,SF-103,A,202404,34,6920,3.0
E1,M04,103-0,ALL,SF-103,A,202405,35,7050,10.0
E1,M04,103-0,ALL,SF-103,A,202406,36,7180,5.0
E1,M04,103-0,ALL,SF-103,A,202407,37,7310,9.0
E1,M04,103-0,ALL,SF-103,A,202408,38,7440,4.0
E1,M04,103-0,ALL,SF-103,A,202409,39,7570,2.0
E1,M04,103-0,ALL,SF-103,A,202410,40,7700,8.0
E1,M04,103-0,ALL,SF-103,A,202411,41,7830,6.0
E1,M04,103-0,ALL,SF-103,A,202412,42,7960,1.0
E1,M04,103-0,B,SF-103,A,202107,1,631,1.0
E1,M04,103-0,B,SF-103,A,202108,2,662,2.0
E1,M04,103-0,B,SF-103,A,202109,3,694,1.0
E1,M04,103-0,B,SF-103,A,202110,4,725,0.0
E1,M04,103-0,B,SF-103,A,202111,5,756,0.0
E1,M04,103-0,B,SF-103,A,202112,6,787,0.0
E1,M04,103-0,B,SF-103,A,202201,7,818,0.0
E1,M04,103-0,B,SF-103,A,202202,8,850,1.0
E1,M04,103-0,B,SF-103,A,202203,9,881,0.0
E1,M04,103-0,B,SF-103,A,202204,10,912,3.0
E1,M04,103-0,B,SF-103,A,202205,11,943,0.0
E1,M04,103-0,B,SF-103,A,202206,12,974,1.0
E1,M04,103-0,B,SF-103,A,202207,13,1006,0.0
E1,M04,103-0,B,SF-103,A,202208,14,1037,0.0
E1,M04,103-0,B,SF-103,A,202209,15,1068,1.0
E1,M04,103-0,B,SF-103,A,202210,16,1099,0.0
E1,M04,103-0,B,SF-103,A,202211,17,1130,0.0
E1,M04,103-0,B,SF-103,A,202212,18,1162,0.0
E1,M04,103-0,B,SF-103,A,202301,19,1193,0.0
E1,M04,103-0,B,SF-103,A,202302,20,1224,0.0
E1,M04,103-0,B,SF-103,A,202303,21,1255,2.0
E1,M04,103-0,B,SF-103,A,202304,22,1286,0.0
E1,M04,103-0,B,SF-103,A,202305,23,1318,1.0
E1,M04,103-0,B,SF-103,A,202306,24,1349,0.0
E1,M04,103-0,B,SF-103,A,202307,25,1380,1.0
E1,M04,103-0,B,SF-103,A,202308,26,1411,0.0
E1,M04,103-0,B,SF-103,A,202309,27,1442,0.0
E1,M04,103-0,B,SF-103,A,202310,28,1474,1.0
E1,M04,103-0,B,SF-103,A,202311,29,1505,0.0
E1,M04,103-0,B,SF-103,A,202312,30,1536,0.0
E1,M04,103-0,B,SF-103,A,202401,31,1567,2.0
E1,M04,103-0,B,SF-103,A,202402,32,1598,1.0
E1,M04,103-0,B,SF-103,A,202403,33,1630,2.0
E1,M04,103-0,B,SF-103,A,202404,34,1661,0.0
E1,M04,103-0,B,SF-103,A,202405,35,1692,3.0
E1,M04,103-0,B,SF-103,A,202406,36,1723,2.0
E1,M04,103-0,B,SF-103,A,202407,37,1754,2.0
E1,M04,103-0,B,SF-103,A,202408,38,1786,3.0
E1,M04,103-0,B,SF-103,A,202409,39,1817,0.0
E1,M04,103-0,B,SF-103,A,202410,40,1848,3.0
E1,M04,103-0,B,SF-103,A,202411,41,1879,2.0
E1,M04,103-0,B,SF-103,A,202412,42,1910,0.0
E1,M04,103-0,C,SF-103,A,202108,2,552,0.0
E1,M04,103-0,C,SF-103,A,202109,3,578,2.0
E1,M04,103-0,C,SF-103,A,202110,4,604,0.0
E1,M04,103-0,C,SF-103,A,202111,5,630,0.0
E1,M04,103-0,C,SF-103,A,202112,6,656,0.0
E1,M04,103-0,C,SF-103,A,202201,7,682,0.0
E1,M04,103-0,C,SF-103,A,202202,8,708,0.0
E1,M04,103-0,C,SF-103,A,202203,9,734,1.0
E1,M04,103-0,C,SF-103,A,202204,10,760,1.0
E1,M04,103-0,C,SF-103,A,202205,11,786,1.0
E1,M04,103-0,C,SF-103,A,202206,12,812,1.0
E1,M04,103-0,C,SF-103,A,202207,13,838,0.0
E1,M04,103-0,C,SF-103,A,202208,14,864,1.0
E1,M04,103-0,C,SF-103,A,202209,15,890,2.0
E1,M04,103-0,C,SF-103,A,202210,16,916,0.0
E1,M04,103-0,C,SF-103,A,202211,17,942,0.0
E1,M04,103-0,C,SF-103,A,202212,18,968,0.0
E1,M04,103-0,C,SF-103,A,202301,19,994,1.0
E1,M04,103-0,C,SF-103,A,202302,20,1020,0.0
E1,M04,103-0,C,SF-103,A,202303,21,1046,1.0
E1,M04,103-0,C,SF-103,A,202304,22,1072,0.0
E1,M04,103-0,C,SF-103,A,202305,23,1098,0.0
E1,M04,103-0,C,SF-103,A,202306,24,1124,1.0
E1,M04,103-0,C,SF-103,A,202307,25,1150,1.0
E1,M04,103-0,C,SF-103,A,202308,26,1176,2.0
E1,M04,103-0,C,SF-103,A,202309,27,1202,1.0
