biz,dev,part,dist,ym,use,fleet,base_rate,expected,O_E,p,alert_dist,注目度
E1,M06,101-0,A,202412,1.0,2618.0,0.0009653544996245844,2.527298080017162,0.39567948391477803,,False,0.0
E1,M06,101-0,B,202412,1.0,1848.0,0.0005065086359722433,0.9360279592767057,1.0683441558441558,,False,0.0
E1,M06,101-0,C,202412,1.0,1540.0,0.0009725261366399222,1.49769025042548,0.6676948051948053,,False,0.0
E1,M06,101-0,D,202412,0.0,1155.0,0.0010535699813599157,1.2168733284707027,0.0,,False,0.0
E1,M06,101-0,E,202412,0.0,539.0,0.0010418475429762111,0.5615558256641778,0.0,,False,0.0
E1,M06,102-0,D,202412,3.0,1155.0,0.0027554907204797798,3.182591782154146,0.9426279602750189,,False,0.0
E1,M06,102-0,E,202412,1.0,539.0,0.002430977600277826,1.3102969265497482,0.7631857937980387,,False,0.0
E1,M06,103-0,A,202412,1.0,2618.0,0.0006078157960599235,1.59126175408488,0.6284321215117062,,False,0.0
E1,M06,103-0,B,202412,0.0,1848.0,0.000759762953958365,1.4040419389150585,0.0,,False,0.0
E1,M06,103-0,C,202412,0.0,1540.0,0.00042548018477996596,0.6552394845611476,0.0,,False,0.0
E1,M06,103-0,D,202412,2.0,1155.0,0.0008914822919199286,1.0296620471675175,1.9423848878394334,,False,0.0
E1,M06,103-0,E,202412,1.0,539.0,0.0010418475429762111,0.5615558256641778,1.7807668521954236,,False,0.0
E1,M06,103-1,A,202412,2.0,2618.0,0.0007508312774857878,1.9656762844577924,1.0174615300665721,,False,0.0
E1,M06,103-1,B,202412,0.0,1848.0,0.0011143189991389354,2.059261510408753,0.0,,False,0.0
E1,M06,103-1,C,202412,0.0,1540.0,0.0009117432530999271,1.4040846097738877,0.0,,False,0.0
E1,M06,103-1,D,202412,2.0,1155.0,0.0004052192235999676,0.46802820325796257,4.273246753246753,,False,0.0
E1,M06,103-1,E,202412,0.0,539.0,,,,,False,0.0
E1,M06,104-0,A,202412,1.0,2618.0,0.00082233901819872,2.152883549644249,0.46449330720430465,,False,0.0
E1,M06,104-0,B,202412,2.0,1848.0,0.0010130172719444866,1.8720559185534114,1.0683441558441558,,False,0.0
E1,M06,104-0,C,202412,2.0,1540.0,0.0009117432530999271,1.4040846097738877,1.4244155844155844,,False,0.0
E1,M06,104-0,D,202412,0.0,1155.0,0.0014587892049598833,1.6849015317286653,0.0,,False,0.0
E1,M06,104-0,E,202412,0.0,539.0,0.001215488800138913,0.6551484632748741,0.0,,False,0.0
E1,M06,105-0,A,202412,0.0,2618.0,0.00035753870356466087,0.9360363259322821,0.0,,False,0.0
E1,M06,105-0,B,202412,0.0,1848.0,0.00020260345438889734,0.37441118371068227,0.0,,False,0.0
E1,M06,105-0,C,202412,1.0,1540.0,0.00036469730123997083,0.5616338439095551,1.7805194805194806,,False,0.0
E1,M06,105-0,D,202412,0.0,1155.0,,,,,False,0.0
E1,M06,105-0,E,202412,0.0,539.0,,,,,False,0.0
E1,M07,100-0,D,202412,1.0,1116.0,0.001347822424395586,1.5041698256254739,0.6648185483870968,,False,0.0
E1,M07,100-0,E,202412,1.0,521.0,0.001804728388377549,0.9402634903447031,1.063531669865643,,False,0.0
E1,M07,101-0,A,202412,2.0,2530.0,0.0007804660497268369,1.9745791058088973,1.0128740824392999,,False,0.0
E1,M07,101-0,B,202412,1.0,1786.0,0.0005265097667561733,0.9403464434265255,1.063437849944009,,False,0.0
E1,M07,101-0,C,202412,1.0,1488.0,0.0008213292898660602,1.2221379833206976,0.8182382133995036,,False,0.0
E1,M07,101-0,D,202412,1.0,1116.0,0.0010108668182966893,1.1281273692191054,0.8864247311827957,,False,0.0
E1,M07,101-0,E,202412,0.0,521.0,0.0009023641941887746,0.47013174517235157,0.0,,False,0.0
E1,M07,102-0,A,202412,2.0,2530.0,0.0010034563496487902,2.5387445646114393,0.7877909530083443,,False,0.0
E1,M07,102-0,B,202412,0.0,1786.0,0.0014742273469172853,2.6329700415942714,0.0,,False,0.0
E1,M07,102-0,C,202412,1.0,1488.0,0.0012635835228708618,1.8802122820318423,0.5318548387096774,,False,0.0
E1,M07,102-0,D,202412,1.0,1116.0,0.0010108668182966893,1.1281273692191054,0.8864247311827957,,False,0.0
E1,M07,102-0,E,202412,0.0,521.0,0.0009023641941887746,0.47013174517235157,0.0,,False,0.0
E1,M07,103-0,A,202412,2.0,2530.0,0.0008547961497008213,2.162634258743078,0.9247980752706652,,False,0.0
E1,M07,103-0,B,202412,0.0,1786.0,0.000631811720107408,1.1284157321118307,0.0,,False,0.0
E1,M07,103-0,C,202412,2.0,1488.0,0.0005054334091483447,0.7520849128127368,2.6592741935483875,,False,0.0
E1,M07,103-0,D,202412,0.0,1116.0,0.0003369556060988965,0.37604245640636846,0.0,,False,0.0
E1,M07,103-0,E,202412,0.0,521.0,,,,,False,0.0
E1,M07,103-1,A,202412,1.0,2530.0,0.0007061359497528524,1.7865239528747165,0.5597462034532973,,False,0.0
E1,M07,103-1,B,202412,0.0,1786.0,0.0007371136734586427,1.3164850207971357,0.0,,False,0.0
E1,M07,103-1,C,202412,2.0,1488.0,0.0008213292898660602,1.2221379833206976,1.6364764267990073,,False,0.0
E1,M07,103-1,D,202412,2.0,1116.0,0.00025271670457417233,0.28203184230477635,7.091397849462366,,False,0.0
E1,M07,103-1,E,202412,0.0,521.0,0.0005414185165132648,0.282079047103411,0.0,,False,0.0
E1,M07,104-0,B,202412,0.0,1786.0,0.0011583214868635813,2.0687621755383563,0.0,,False,0.0
E1,M07,104-0,C,202412,0.0,1488.0,0.0006317917614354309,0.9401061410159212,0.0,,False,0.0
E1,M07,104-0,D,202412,1.0,1116.0,0.0005896723106730688,0.6580742987111449,1.519585253456221,,False,0.0
E1,M07,104-0,E,202412,0.0,521.0,0.0005414185165132648,0.282079047103411,0.0,,False,0.0
E1,M07,104-1,A,202412,2.0,2530.0,0.0010406213996357824,2.6327721410785294,0.759655561829475,,False,0.0
E1,M07,104-1,B,202412,1.0,1786.0,0.0008950666034854947,1.5985889538250935,0.6255516764376523,,False,0.0
E1,M07,104-1,C,202412,1.0,1488.0,0.0008845084660096032,1.3161485974222895,0.7597926267281107,,False,0.0
E1,M07,104-1,D,202412,2.0,1116.0,0.0010108668182966893,1.1281273692191054,1.7728494623655915,,False,0.0
E1,M07,104-1,E,202412,1.0,521.0,,,,,False,0.0
E1,M07,105-0,A,202412,0.0,2530.0,0.0002601553499089456,0.6581930352696324,0.0,,False,0.0
E1,M07,105-0,B,202412,1.0,1786.0,0.00021060390670246933,0.37613857737061024,2.6585946248600223,,False,0.0
E1,M07,105-0,C,202412,0.0,1488.0,0.0003790750568612585,0.5640636846095527,0.0,,False,0.0
E1,M07,105-0,D,202412,1.0,1116.0,0.0004211945076236206,0.4700530705079606,2.1274193548387097,,False,0.0
E1,M07,105-0,E,202412,0.0,521.0,0.0007218913553510197,0.37610539613788124,0.0,,False,0.0
E1,M08,100-0,A,202412,3.0,2485.0,0.0014406490503089814,3.5800128900178185,0.8379858095944086,,False,0.0
E1,M08,100-0,B,202412,0.0,1754.0,0.0014501315860142865,2.5435308018690583,0.0,,False,0.0
E1,M08,100-0,E,202412,0.0,512.0,0.0011045655375552283,0.5655375552282769,0.0,,False,0.0
E1,M08,101-0,A,202412,1.0,2485.0,0.0009098836107214619,2.261060772642833,0.44227028839704896,,False,0.0
E1,M08,101-0,B,202412,1.0,1754.0,0.000966754390676191,1.6956872012460389,0.5897314075763335,,False,0.0
E1,M08,101-0,C,202412,2.0,1462.0,0.0009667440061871616,1.4133797370456302,1.4150478796169632,,False,0.0
E1,M08,101-0,D,202412,0.0,1096.0,0.0009452608060496691,1.0360058434304373,0.0,,False,0.0
E1,M08,101-0,E,202412,1.0,512.0,,,,,False,0.0
E1,M08,102-0,A,202412,0.0,2485.0,0.0010236190620616446,2.543693369223187,0.0,,False,0.0
E1,M08,102-0,B,202412,1.0,1754.0,0.000966754390676191,1.6956872012460389,0.5897314075763335,,False,0.0
E1,M08,102-0,C,202412,2.0,1462.0,0.0009022944057746842,1.3191544212425883,1.5161227281610319,,False,0.0
E1,M08,102-0,D,202412,0.0,1096.0,0.001288992008249549,1.4127352410415057,0.0,,False,0.0
E1,M08,102-0,E,202412,1.0,512.0,0.0011045655375552283,0.5655375552282769,1.7682291666666667,,False,0.0
E1,M08,103-0,A,202412,0.0,2485.0,0.0007203245251544907,1.7900064450089093,0.0,,False,0.0
E1,M08,103-0,B,202412,1.0,1754.0,0.0006982115043772491,1.2246629786776948,0.8165511797210772,,False,0.0
E1,M08,103-0,C,202412,2.0,1462.0,0.0008378448053622067,1.2249291054395464,1.632747553404188,,False,0.0
E1,M08,103-0,D,202412,1.0,1096.0,0.0006015296038497895,0.6592764458193693,1.5168143899895723,,False,0.0
E1,M08,103-0,E,202412,0.0,512.0,0.0007363770250368188,0.37702503681885124,0.0,,False,0.0
E1,M08,103-1,B,202412,1.0,1754.0,0.0007519200816370374,1.3188678231913635,0.758226095455286,,False,0.0
E1,M08,103-1,C,202412,1.0,1462.0,0.0008378448053622067,1.2249291054395464,0.816373776702094,,False,0.0
E1,M08,103-1,D,202412,1.0,1096.0,0.0007733952049497294,0.8476411446249034,1.1797445255474452,,False,0.0
E1,M08,103-1,E,202412,0.0,512.0,0.0005522827687776141,0.28276877761413843,0.0,,False,0.0
E1,M08,104-0,B,202412,1.0,1754.0,0.000966754390676191,1.6956872012460389,0.5897314075763335,,False,0.0
E1,M08,104-0,C,202412,1.0,1462.0,0.0009022944057746842,1.3191544212425883,0.7580613640805159,,False,0.0
E1,M08,104-0,D,202412,1.0,1096.0,0.001288992008249549,1.4127352410415057,0.7078467153284671,,False,0.0
E1,M08,104-0,E,202412,0.0,512.0,0.0009204712812960235,0.47128129602356406,0.0,,False,0.0
E1,M08,105-0,A,202412,0.0,2485.0,0.00030329453690715395,0.7536869242142775,0.0,,False,0.0
E1,M08,105-0,B,202412,1.0,1754.0,,,,,False,0.0
E1,M08,105-0,C,202412,0.0,1462.0,0.0003866976024748647,0.5653518948182522,0.0,,False,0.0
E1,M08,105-0,D,202412,0.0,1096.0,,,,,False,0.0
E1,M08,105-0,E,202412,0.0,512.0,,,,,False,0.0
E1,M09,100-0,B,202412,0.0,1723.0,0.0011510002740476844,1.9831734721841603,0.0,,False,0.0
E1,M09,100-0,C,202412,2.0,1436.0,0.0009208103130755065,1.3222836095764272,1.5125348189415042,,False,0.0
E1,M09,100-0,D,202412,0.0,1077.0,0.0013154433043935806,1.4167324388318863,0.0,,False,0.0
E1,M09,100-0,E,202412,1.0,503.0,0.001503194287861706,0.7561067267944381,1.3225646123260437,,False,0.0
E1,M09,101-0,A,202412,1.0,2441.0,0.0009672302394862073,2.361009014585832,0.42354772634166327,,False,0.0
E1,M09,101-0,B,202412,2.0,1723.0,0.000822143052891203,1.4165524801315428,1.4118785064809443,,False,0.0
E1,M09,101-0,C,202412,2.0,1436.0,0.0008550381478558274,1.2278347803209682,1.6288836511677738,,False,0.0
E1,M09,101-0,D,202412,1.0,1077.0,0.00114005086380777,1.2278347803209684,0.8144418255838868,,False,0.0
E1,M09,101-0,E,202412,0.0,503.0,,,,,False,0.0
E1,M09,102-0,A,202412,3.0,2441.0,0.0012380547065423454,3.0220915386698652,0.9926899836132732,,False,0.0
E1,M09,102-0,B,202412,2.0,1723.0,0.0013702384214853384,2.360920800219238,0.8471271038885665,,False,0.0
E1,M09,102-0,C,202412,1.0,1436.0,0.0010523546435148646,1.5111812680873455,0.661733983286908,,False,0.0
E1,M09,102-0,D,202412,1.0,1077.0,0.00114005086380777,1.2278347803209684,0.8144418255838868,,False,0.0
E1,M09,102-0,E,202412,0.0,503.0,0.0013152950018789928,0.6615933859451334,0.0,,False,0.0
E1,M09,103-0,B,202412,2.0,1723.0,0.0008769525897506166,1.5109893121403124,1.3236360998258851,,False,0.0
E1,M09,103-0,C,202412,1.0,1436.0,0.0007892659826361484,1.133385951065509,0.8823119777158774,,False,0.0
E1,M09,103-0,D,202412,1.0,1077.0,0.00114005086380777,1.2278347803209684,0.8144418255838868,,False,0.0
E1,M09,103-0,E,202412,1.0,503.0,,,,,False,0.0
E1,M09,103-1,A,202412,0.0,2441.0,0.0006190273532711727,1.5110457693349326,0.0,,False,0.0
E1,M09,103-1,C,202412,1.0,1436.0,0.0008550381478558274,1.2278347803209682,0.8144418255838869,,False,0.0
E1,M09,103-1,D,202412,0.0,1077.0,0.0004384811014645269,0.47224414627729544,0.0,,False,0.0
E1,M09,103-1,E,202412,1.0,503.0,0.001503194287861706,0.7561067267944381,1.3225646123260437,,False,0.0
E1,M09,104-0,A,202412,2.0,2441.0,0.0007737841915889658,1.8888072116686656,1.0588693158541582,,False,0.0
E1,M09,104-0,B,202412,2.0,1723.0,0.0008769525897506166,1.5109893121403124,1.3236360998258851,,False,0.0
E1,M09,104-0,C,202412,1.0,1436.0,0.0007234938174164693,1.03893712181005,0.9625221575082299,,False,0.0
E1,M09,104-0,D,202412,0.0,1077.0,0.0007892659826361484,0.8500394632991318,0.0,,False,0.0
E1,M09,104-0,E,202412,0.0,503.0,,,,,False,0.0
E1,M09,104-1,A,202412,2.0,2441.0,0.0010832978682245521,2.6443300963361316,0.756335225610113,,False,0.0
E1,M09,104-1,D,202412,0.0,1077.0,0.00114005086380777,1.2278347803209684,0.0,,False,0.0
E1,M09,104-1,E,202412,1.0,503.0,0.0009394964299135663,0.47256670424652386,2.11610337972167,,False,0.0
E1,M09,105-0,A,202412,0.0,2441.0,0.00019344604789724146,0.4722018029171664,0.0,,False,0.0
E1,M09,105-0,B,202412,0.0,1723.0,0.0002740476842970677,0.47218416004384767,0.0,,False,0.0
E1,M09,105-0,C,202412,0.0,1436.0,0.00026308866087871614,0.3777953170218364,0.0,,False,0.0
E1,M09,105-0,D,202412,1.0,1077.0,,,,,False,0.0
E1,M09,105-0,E,202412,0.0,503.0,0.000751597143930853,0.37805336339721907,0.0,,False,0.0
E1,M10,100-0,B,202412,1.0,1692.0,0.0011750881316098707,1.9882491186839013,0.5029550827423168,,False,0.0
E1,M10,100-0,C,202412,1.0,1410.0,0.001275852806876175,1.7989524576954068,0.555879059350504,,False,0.0
E1,M10,100-0,D,202412,1.0,1058.0,0.0016116035455278,1.7050765511684125,0.5864839319470699,,False,0.0
E1,M10,100-0,E,202412,0.0,494.0,0.0005755947812739831,0.28434382194934765,0.0,,False,0.0
E1,M10,101-0,B,202412,2.0,1692.0,0.0011191315539141626,1.893570589222763,1.0562056737588654,,False,0.0
E1,M10,101-0,C,202412,0.0,1410.0,0.0008058017727639,1.136180499597099,0.0,,False,0.0
E1,M10,101-0,E,202412,2.0,494.0,0.0011511895625479663,0.5686876438986953,3.5168690958164643,,False,0.0
E1,M10,102-0,A,202412,1.0,2397.0,0.0010269779199747206,2.4616660741794054,0.40622894002118026,,False,0.0
E1,M10,102-0,B,202412,0.0,1692.0,0.0012310447093055788,2.082927648145039,0.0,,False,0.0
E1,M10,102-0,C,202412,1.0,1410.0,0.0009401020682245501,1.3255439161966156,0.7544072948328268,,False,0.0
E1,M10,102-0,D,202412,0.0,1058.0,0.0015220700152207,1.6103500761035008,0.0,,False,0.0
E1,M10,102-0,E,202412,2.0,494.0,,,,,False,0.0
E1,M10,103-0,A,202412,1.0,2397.0,0.0005924872615238773,1.4201919658727338,0.7041301627033792,,False,0.0
E1,M10,103-0,B,202412,0.0,1692.0,0.0005595657769570813,0.9467852946113815,0.0,,False,0.0
E1,M10,103-0,C,202412,1.0,1410.0,0.0005372011818426001,0.7574536663980661,1.3202127659574467,,False,0.0
E1,M10,103-0,D,202412,1.0,1058.0,0.0008058017727639,0.8525382755842063,1.1729678638941399,,False,0.0
E1,M10,103-0,E,202412,1.0,494.0,,,,,False,0.0
E1,M10,103-1,A,202412,1.0,2397.0,0.0005134889599873603,1.2308330370897027,0.8124578800423605,,False,0.0
E1,M10,103-1,B,202412,0.0,1692.0,0.0005595657769570813,0.9467852946113815,0.0,,False,0.0
E1,M10,103-1,C,202412,0.0,1410.0,0.0006043513295729251,0.8521353746978244,0.0,,False,0.0
E1,M10,103-1,D,202412,0.0,1058.0,0.0008953353030710001,0.9472647506491181,0.0,,False,0.0
E1,M10,103-1,E,202412,0.0,494.0,0.0009593246354566385,0.47390636991557944,0.0,,False,0.0
E1,M10,104-0,A,202412,0.0,2397.0,0.0009084804676699451,2.1776276810048585,0.0,,False,0.0
E1,M10,104-0,C,202412,1.0,1410.0,0.0016787536932581252,2.3670427074939564,0.422468085106383,,False,0.0
E1,M10,104-0,D,202412,1.0,1058.0,0.00026860059092130003,0.28417942519473544,3.5189035916824194,,False,0.0
E1,M10,104-0,E,202412,0.0,494.0,0.0009593246354566385,0.47390636991557944,0.0,,False,0.0
E1,M10,105-0,A,202412,2.0,2397.0,0.00035549235691432633,0.8521151795236402,2.3471005423445974,,False,0.0
E1,M10,105-0,B,202412,1.0,1692.0,0.00027978288847854064,0.47339264730569075,2.112411347517731,,False,0.0
E1,M10,105-0,C,202412,0.0,1410.0,0.00040290088638195,0.5680902497985495,0.0,,False,0.0
E1,M10,105-0,D,202412,1.0,1058.0,0.00044766765153550004,0.47363237532455904,2.111342155009452,,False,0.0
E1,M10,105-0,E,202412,1.0,494.0,,,,,False,0.0
E1,M11,100-0,B,202412,0.0,1630.0,0.002044273114888149,3.332165177267683,0.0,,False,0.0
E1,M11,100-0,C,202412,2.0,1358.0,0.0006307821698906644,0.8566021867115223,2.3348060873834067,,False,0.0
E1,M11,100-0,D,202412,1.0,1018.0,0.0014017381553125877,1.4269694421082142,0.7007858546168959,,False,0.0
E1,M11,100-0,E,202412,1.0,475.0,0.0024028834601521826,1.1413696435722867,0.8761403508771931,,False,0.0
E1,M11,101-0,A,202412,0.0,2309.0,0.0009070294784580499,2.0943310657596372,0.0,,False,0.0
E1,M11,101-0,B,202412,2.0,1630.0,0.0006424858361077039,1.0472519128555575,1.909760178471835,,False,0.0
E1,M11,101-0,C,202412,0.0,1358.0,0.0009812167087188113,1.3324922904401457,0.0,,False,0.0
E1,M11,101-0,D,202412,0.0,1018.0,0.0012148397346042426,1.236706849827119,0.0,,False,0.0
E1,M11,101-0,E,202412,1.0,475.0,0.0014016820184221065,0.6657989587505005,1.5019548872180453,,False,0.0
E1,M11,102-0,B,202412,0.0,1630.0,0.0011097482623678523,1.8088896676595994,0.0,,False,0.0
E1,M11,102-0,D,202412,1.0,1018.0,0.0008410428931875525,0.8561816652649284,1.1679764243614932,,False,0.0
E1,M11,102-0,E,202412,0.0,475.0,0.001001201441730076,0.47557068482178616,0.0,,False,0.0
E1,M11,103-0,A,202412,2.0,2309.0,0.0006184291898577613,1.427952999381571,1.400606323083586,,False,0.0
E1,M11,103-0,B,202412,2.0,1630.0,0.0005256702295426669,0.8568424741545471,2.334151329243354,,False,0.0
E1,M11,103-0,C,202412,1.0,1358.0,0.0007008690776562938,0.951780207457247,1.0506627393225332,,False,0.0
E1,M11,103-0,D,202412,0.0,1018.0,0.0010279413138958977,1.0464442575460238,0.0,,False,0.0
E1,M11,103-0,E,202412,1.0,475.0,0.0006007208650380457,0.28534241089307166,3.5045614035087724,,False,0.0
E1,M11,103-1,B,202412,1.0,1630.0,0.0005840780328251854,0.9520471935050522,1.0503680981595094,,False,0.0
E1,M11,103-1,C,202412,0.0,1358.0,0.0009812167087188113,1.3324922904401457,0.0,,False,0.0
E1,M11,103-1,D,202412,0.0,1018.0,0.00112139052425007,1.1415755536865713,0.0,,False,0.0
E1,M11,103-1,E,202412,0.0,475.0,,,,,False,0.0
E1,M11,104-0,B,202412,1.0,1630.0,0.0008761170492377782,1.4280707902575784,0.7002453987730062,,False,0.0
E1,M11,104-0,C,202412,1.0,1358.0,0.0009111298009531819,1.237314269694421,0.8082021071711794,,False,0.0
E1,M11,104-0,D,202412,2.0,1018.0,0.0009344921035417251,0.9513129614054762,2.1023575638506875,,False,0.0
E1,M11,104-0,E,202412,0.0,475.0,,,,,False,0.0
E1,M11,104-1,A,202412,1.0,2309.0,0.0010307153164296021,2.379921665635951,0.4201818969250758,,False,0.0
E1,M11,104-1,B,202412,0.0,1630.0,0.0011681560656503708,1.9040943870101044,0.0,,False,0.0
E1,M11,104-1,C,202412,2.0,1358.0,0.0010513036164844407,1.4276703111858704,1.4008836524300443,,False,0.0
E1,M11,104-1,E,202412,1.0,475.0,0.0016019223067681217,0.7609130957148579,1.3142105263157895,,False,0.0
E1,M11,104-2,A,202412,1.0,2309.0,0.0006596578025149454,1.5231498660070089,0.6565342139454309,,False,0.0
E1,M11,104-2,B,202412,2.0,1630.0,0.0012849716722154079,2.094503825711115,0.9548800892359175,,False,0.0
E1,M11,104-2,C,202412,2.0,1358.0,0.001261564339781329,1.7132043734230447,1.1674030436917033,,False,0.0
E1,M11,104-2,D,202412,1.0,1018.0,0.0006541444724792075,0.6659190729838332,1.5016839741790626,,False,0.0
E1,M11,104-2,E,202412,0.0,475.0,0.0008009611533840609,0.38045654785742894,0.0,,False,0.0
E1,M11,105-0,A,202412,1.0,2309.0,0.0002473716759431045,0.5711811997526284,1.7507579038544823,,False,0.0
E1,M11,105-0,B,202412,0.0,1630.0,,,,,False,0.0
E1,M11,105-0,C,202412,2.0,1358.0,0.0003504345388281469,0.4758901037286235,4.202650957290133,,False,0.0
E1,M11,105-0,D,202412,0.0,1018.0,,,,,False,0.0
E1,M11,105-0,E,202412,0.0,475.0,,,,,False,0.0
E1,M12,100-0,A,202412,2.0,2220.0,0.0016382841129553784,3.63699073076094,0.5499051683262209,,False,0.0
E1,M12,100-0,D,202412,2.0,980.0,0.000977230528681716,0.9576859181080817,2.0883673469387753,,False,0.0
E1,M12,100-0,E,202412,0.0,457.0,,,,,False,0.0
E1,M12,101-0,A,202412,1.0,2220.0,0.0008191420564776892,1.81849536538047,0.5499051683262209,,False,0.0
E1,M12,101-0,B,202412,0.0,1567.0,0.0009161424296097233,1.4355951871984365,0.0,,False,0.0
E1,M12,101-0,C,202412,1.0,1306.0,0.0008795074758135445,1.148636763412489,0.8705972434915773,,False,0.0
E1,M12,101-0,D,202412,1.0,980.0,0.0005863383172090296,0.574611550864849,1.7403061224489795,,False,0.0
E1,M12,101-0,E,202412,0.0,457.0,0.001256281407035176,0.5741206030150754,0.0,,False,0.0
E1,M12,102-0,B,202412,0.0,1567.0,0.000977218591583705,1.5313015330116657,0.0,,False,0.0
E1,M12,102-0,C,202412,2.0,1306.0,0.001465845793022574,1.9143946056874817,1.0447166921898927,,False,0.0
E1,M12,102-0,D,202412,0.0,980.0,0.0005863383172090296,0.574611550864849,0.0,,False,0.0
E1,M12,102-0,E,202412,0.0,457.0,,,,,False,0.0
E1,M12,103-0,A,202412,2.0,2220.0,0.0006898038370338435,1.5313645182151325,1.3060247747747749,,False,0.0
E1,M12,103-0,B,202412,2.0,1567.0,0.0007329139436877787,1.1484761497587492,1.7414379919166134,,False,0.0
E1,M12,103-0,C,202412,1.0,1306.0,0.0005130460275579009,0.6700381119906186,1.4924524174141325,,False,0.0
E1,M12,103-0,D,202412,1.0,980.0,0.0005863383172090296,0.574611550864849,1.7403061224489795,,False,0.0
E1,M12,103-0,E,202412,0.0,457.0,,,,,False,0.0
E1,M12,103-1,A,202412,1.0,2220.0,0.0007329165768484588,1.6270748006035785,0.6145998940116587,,False,0.0
E1,M12,103-1,B,202412,0.0,1567.0,0.000977218591583705,1.5313015330116657,0.0,,False,0.0
E1,M12,103-1,C,202412,0.0,1306.0,0.0005863383172090296,0.7657578422749927,0.0,,False,0.0
E1,M12,103-1,D,202412,0.0,980.0,0.000488615264340858,0.47884295905404084,0.0,,False,0.0
E1,M12,103-1,E,202412,1.0,457.0,0.0010469011725293131,0.4784338358458961,2.090153172866521,,False,0.0
E1,M12,104-0,B,202412,0.0,1567.0,0.0009161424296097233,1.4355951871984365,0.0,,False,0.0
E1,M12,104-0,C,202412,0.0,1306.0,0.0009527997654646731,1.2443564936968632,0.0,,False,0.0
E1,M12,104-0,D,202412,2.0,980.0,0.001270399687286231,1.2449916935405063,1.6064364207221349,,False,0.0
E1,M12,104-0,E,202412,0.0,457.0,0.0020938023450586263,0.9568676716917922,0.0,,False,0.0
E1,M12,105-0,A,202412,2.0,2220.0,0.0004742401379607674,1.0528131062729036,1.8996723996723999,,False,0.0
E1,M12,105-0,B,202412,0.0,1567.0,0.00042753313381787086,0.6699444206926036,0.0,,False,0.0
E1,M12,105-0,C,202412,0.0,1306.0,0.00043975373790677223,0.5743183817062445,0.0,,False,0.0
E1,M12,105-0,D,202412,0.0,980.0,0.000488615264340858,0.47884295905404084,0.0,,False,0.0
E1,M12,105-0,E,202412,0.0,457.0,,,,,False,0.0
E1,M13,100-0,A,202412,2.0,2132.0,0.0013102014999548206,2.7933495979036773,0.7159862845312804,,False,0.0
E1,M13,100-0,C,202412,0.0,1254.0,0.0006144393241167435,0.7705069124423963,0.0,,False,0.0
E1,M13,100-0,D,202412,0.0,940.0,0.001638504864311316,1.540194572452637,0.0,,False,0.0
E1,M13,100-0,E,202412,1.0,439.0,0.0013163668275559457,0.5778850372970602,1.7304479878511767,,False,0.0
E1,M13,101-0,A,202412,2.0,2132.0,0.0009035872413481522,1.9264479985542604,1.0381801125703565,,False,0.0
E1,M13,101-0,B,202412,0.0,1505.0,0.0009600614439324117,1.4448924731182795,0.0,,False,0.0
E1,M13,101-0,C,202412,1.0,1254.0,0.0009984639016897081,1.252073732718894,0.798675009201325,,False,0.0
E1,M13,101-0,D,202412,1.0,940.0,0.0013312852022529442,1.2514080901177675,0.7990998363338789,,False,0.0
E1,M13,101-0,E,202412,1.0,439.0,0.0008775778850372971,0.38525669153137343,2.595671981776765,,False,0.0
E1,M13,102-0,A,202412,1.0,2132.0,0.0009035872413481522,1.9264479985542604,0.5190900562851782,,False,0.0
E1,M13,102-0,B,202412,0.0,1505.0,0.0010880696364567333,1.6375448028673836,0.0,,False,0.0
E1,M13,102-0,C,202412,1.0,1254.0,0.0004608294930875576,0.5778801843317972,1.7304625199362043,,False,0.0
E1,M13,102-0,D,202412,0.0,940.0,0.0010240655401945725,0.9626216077828981,0.0,,False,0.0
E1,M13,102-0,E,202412,0.0,439.0,0.0017551557700745941,0.7705133830627469,0.0,,False,0.0
E1,M13,103-0,A,202412,1.0,2132.0,0.0007680491551459293,1.6374807987711213,0.6106941838649156,,False,0.0
E1,M13,103-0,B,202412,0.0,1505.0,0.0007040450588837686,1.0595878136200716,0.0,,False,0.0
E1,M13,103-0,C,202412,0.0,1254.0,0.0009984639016897081,1.252073732718894,0.0,,False,0.0
E1,M13,103-0,D,202412,0.0,940.0,0.0010240655401945725,0.9626216077828981,0.0,,False,0.0
E1,M13,103-0,E,202412,0.0,439.0,0.00153576129881527,0.6741992101799035,0.0,,False,0.0
E1,M13,103-1,A,202412,1.0,2132.0,0.0005873317068762989,1.2521911990602692,0.798600086592582,,False,0.0
E1,M13,103-1,C,202412,0.0,1254.0,0.0006144393241167435,0.7705069124423963,0.0,,False,0.0
E1,M13,103-1,D,202412,1.0,940.0,0.0007168458781362007,0.6738351254480287,1.4840425531914894,,False,0.0
E1,M13,103-1,E,202412,1.0,439.0,0.0008775778850372971,0.38525669153137343,2.595671981776765,,False,0.0
E1,M13,104-0,B,202412,1.0,1505.0,0.0010880696364567333,1.6375448028673836,0.6106703146374829,,False,0.0
E1,M13,104-0,C,202412,1.0,1254.0,0.0018433179723502304,2.311520737327189,0.43261562998405106,,False,0.0
E1,M13,104-0,D,202412,2.0,940.0,0.0010240655401945725,0.9626216077828981,2.0776595744680852,,False,0.0
E1,M13,104-0,E,202412,0.0,439.0,0.0010969723562966214,0.4815708644142168,0.0,,False,0.0
