経過月,事業コード,SF-コード,ランク,開発コード,部番,販社,年月,月次使用数,累積販売台数,lambda0,期待故障数,参照値k,CUSUM,しきい値h,アラート,基準モード,月次p値,スパイクアラート,バーストp値,バーストアラート,アラート種別,総合アラート
54,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202054,1,12341.0,6.118239345523198e-05,0.7550519176310178,1.0893096571799714,7.751612331584061,8.0,False,stable,0.5593369428225147,False,0.016524812605057247,False,,False
55,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202055,2,12566.0,6.118239345523198e-05,0.768817956158445,1.109169852696177,8.642442478887885,8.0,True,stable,0.2215886973798729,False,0.2592499383882543,False,drift,True
56,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202056,3,12790.0,6.118239345523198e-05,0.7825228122924169,1.1289417806767552,1.8710582193232448,8.0,False,stable,0.0711388391347073,False,0.050411084379063255,False,,False
57,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202057,4,13015.0,6.118239345523198e-05,0.7962888508198441,1.1488019761929606,4.722256243130284,8.0,False,stable,0.019916124680992898,False,0.007272856622651023,False,,False
58,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202058,1,13240.0,6.118239345523198e-05,0.8100548893472713,1.1686621717091663,4.553594071421117,8.0,False,stable,0.583560773528501,False,0.056134118468386625,False,,False
59,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202059,0,13464.0,6.118239345523198e-05,0.8237597454812433,1.1884340996897444,3.365159971731373,8.0,False,stable,1.0,False,0.8132921585574631,False,,False
60,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202060,2,13688.0,6.118239345523198e-05,0.8374646016152153,1.2082060276703226,4.15695394406105,8.0,False,stable,0.24892345579161973,False,0.5386554273840269,False,,False
61,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202061,3,13913.0,6.118239345523198e-05,0.8512306401426425,1.2280662231865282,5.928887720874522,8.0,False,stable,0.0854242309451222,False,0.06529270685406695,False,,False
62,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202062,1,14138.0,6.118239345523198e-05,0.8649966786700697,1.2479264187027337,5.680961302171789,8.0,False,stable,0.6062722983985344,False,0.1543415180631963,False,,False
63,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202063,1,14362.0,6.118239345523198e-05,0.8787015348040417,1.2676983466833118,5.413262955488477,8.0,False,stable,0.6117181133345628,False,0.5620492946739372,False,,False
64,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202064,4,14587.0,6.118239345523198e-05,0.8924675733314689,1.2875585421995175,8.12570441328896,8.0,True,stable,0.02803245470169451,False,0.07514893500461767,False,drift,True
65,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202065,2,14811.0,6.118239345523198e-05,0.9061724294654407,1.3073304701800954,0.6926695298199046,8.0,False,stable,0.27613173260573587,False,0.03320212874454447,False,,False
66,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202066,6,15036.0,6.118239345523198e-05,0.9199384679928679,1.327190665696301,5.365478864123604,8.0,False,stable,0.0020338490146938897,False,0.00528327695856913,False,,False
67,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202067,3,15260.0,6.118239345523198e-05,0.9336433241268399,1.346962593676879,7.018516270446725,8.0,False,stable,0.10381987438109616,False,0.002074968368952551,False,,False
68,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202068,0,15485.0,6.118239345523198e-05,0.9474093626542671,1.3668227891930846,5.651693481253641,8.0,False,stable,1.0,False,0.35806533125042633,False,,False
69,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202069,5,15709.0,6.118239345523198e-05,0.9611142187882391,1.3865947171736628,9.265098764079978,8.0,True,stable,0.00974453637540125,False,0.09299282984582298,False,drift,True
70,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202070,1,15934.0,6.118239345523198e-05,0.9748802573156663,1.4064549126898684,0.0,8.0,False,stable,0.647636469063505,False,0.043162563174587554,False,,False
71,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202071,2,16159.0,6.118239345523198e-05,0.9886462958430935,1.426315108206074,0.5736848917939259,8.0,False,stable,0.3083871257583419,False,0.380234850314799,False,,False
72,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202072,1,16383.0,6.118239345523198e-05,1.0023511519770654,1.446087036186652,0.12759785560727388,8.0,False,stable,0.6571978935861472,False,0.38753783961777255,False,,False
73,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202073,1,16607.0,6.118239345523198e-05,1.0160560081110375,1.4658589641672302,0.0,8.0,False,stable,0.6618585765450656,False,0.6323588022366392,False,,False
74,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202074,3,16832.0,6.118239345523198e-05,1.0298220466384647,1.4857191596834358,1.5142808403165642,8.0,False,stable,0.1267727776783378,False,0.22349123146631542,False,,False
75,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202075,1,17057.0,6.118239345523198e-05,1.0435880851658919,1.5055793551996415,1.0087014851169227,8.0,False,stable,0.6710076927327924,False,0.22947855424940145,False,,False
76,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202076,2,17281.0,6.118239345523198e-05,1.0572929412998637,1.5253512831802194,1.4833502019367035,8.0,False,stable,0.33476168967007724,False,0.4162954051646133,False,,False
77,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202077,1,17506.0,6.118239345523198e-05,1.071058979827291,1.545211478696425,0.9381387232402785,8.0,False,stable,0.6798598438370231,False,0.42336341407039674,False,,False
78,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202078,3,17731.0,6.118239345523198e-05,1.0848250183547181,1.5650716742126305,2.3730670490276484,8.0,False,stable,0.1405042291233831,False,0.24752727774562341,False,,False
79,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202079,1,17955.0,6.118239345523198e-05,1.0985298744886902,1.5848436021932089,1.7882234468344396,8.0,False,stable,0.6884449383301969,False,0.25356898007851575,False,,False
80,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202080,2,18179.0,6.118239345523198e-05,1.112234730622662,1.6046155301737868,2.1836079166606526,8.0,False,stable,0.35549405138305273,False,0.4442546574094731,False,,False
81,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202081,2,18404.0,6.118239345523198e-05,1.1260007691500893,1.6244757256899924,2.55913219097066,8.0,False,stable,0.36063107255894666,False,0.2656702681471635,False,,False
82,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202082,1,18629.0,6.118239345523198e-05,1.1397668076775165,1.644335921206198,1.914796269764462,8.0,False,stable,0.7008502703119507,False,0.4579253746473195,False,,False
83,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202083,2,18853.0,6.118239345523198e-05,1.1534716638114884,1.664107849186776,2.2506884205776863,8.0,False,stable,0.37080957512941354,False,0.4646685718354592,False,,False
84,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202084,2,19078.0,6.118239345523198e-05,1.1672377023389156,1.6839680447029814,2.5667203758747053,8.0,False,stable,0.37587276978112905,False,0.2839026898282802,False,,False
85,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202085,5,19302.0,6.118239345523198e-05,1.1809425584728876,1.7037399726835598,5.862980403191146,8.0,False,stable,0.020478522100063342,False,0.039211503923438695,False,,False
86,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202086,2,19527.0,6.118239345523198e-05,1.1947085970003148,1.7236001681997655,6.13938023499138,8.0,False,stable,0.3858998420678492,False,0.04098740012516337,False,,False
87,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202087,1,19751.0,6.118239345523198e-05,1.2084134531342867,1.7433720961803434,5.396008138811037,8.0,False,stable,0.7202883647487289,False,0.4910595764332056,False,,False
88,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202088,5,19976.0,6.118239345523198e-05,1.222179491661714,1.7632322916965488,8.63277584711449,8.0,True,stable,0.023061428730077597,False,0.09102414134119301,False,drift,True
89,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202089,4,20200.0,6.118239345523198e-05,1.235884347795686,1.7830042196771272,2.216995780322873,8.0,False,stable,0.06953188636463029,False,0.009789299904067527,False,,False
90,BIZ1,SF100,H,H_OLD1,100-0001-001,S01,202090,2,20425.0,6.118239345523198e-05,1.2496503863231132,1.8028644151933328,2.41413136512954,8.0,False,stable,0.4056361190086664,False,0.09740780761042905,False,,False
36,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202036,0,5533.0,6.555313737315468e-05,0.36270550908566485,0.5232734392609956,0.0,8.0,False,stable,1.0,False,,False,,False
37,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202037,1,5682.0,6.555313737315468e-05,0.3724729265542649,0.5373648440052371,0.4626351559947629,8.0,False,stable,0.35020762288603574,False,0.5609252937451851,False,,False
38,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202038,0,5832.0,6.555313737315468e-05,0.3823058971602381,0.5515508219356816,0.0,8.0,False,stable,1.0,False,0.5698219911448699,False,,False
39,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202039,0,5982.0,6.555313737315468e-05,0.3921388677662113,0.565736799866126,0.0,8.0,False,stable,1.0,False,1.0,False,,False
40,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202040,0,6132.0,6.555313737315468e-05,0.40197183837218453,0.5799227777965705,0.0,8.0,False,stable,1.0,False,1.0,False,,False
41,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202041,1,6281.0,6.555313737315468e-05,0.4117392558407846,0.5940141825408121,0.40598581745918794,8.0,False,stable,0.37798788375279185,False,0.5953315472884322,False,,False
42,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202042,1,6431.0,6.555313737315468e-05,0.42157222644675774,0.6082001604712565,0.7977856569879315,8.0,False,stable,0.3847260343687279,False,0.263504953248376,False,,False
43,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202043,0,6581.0,6.555313737315468e-05,0.43140519705273095,0.622386138401701,0.17539951858623049,8.0,False,stable,1.0,False,0.6113497669586616,False,,False
44,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202044,0,6730.0,6.555313737315468e-05,0.441172614521331,0.6364775431459425,0.0,8.0,False,stable,1.0,False,1.0,False,,False
45,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202045,0,6880.0,6.555313737315468e-05,0.4510055851273042,0.650663521076387,0.0,8.0,False,stable,1.0,False,1.0,False,,False
46,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202046,1,7030.0,6.555313737315468e-05,0.4608385557332774,0.6648494990068315,0.33515050099316845,8.0,False,stable,0.4107982846033884,False,0.6339990851838319,False,,False
47,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202047,1,7180.0,6.555313737315468e-05,0.47067152633925063,0.6790354769372761,0.6561150240558923,8.0,False,stable,0.4171239781594398,False,0.30315353021911,False,,False
48,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202048,0,7329.0,6.555313737315468e-05,0.4804389438078507,0.6931268816815176,0.0,8.0,False,stable,1.0,False,0.6482517436551299,False,,False
49,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202049,0,7479.0,6.555313737315468e-05,0.49027191441382384,0.707312859611962,0.0,8.0,False,stable,1.0,False,1.0,False,,False
50,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202050,0,7629.0,6.555313737315468e-05,0.5001048850197971,0.7214988375424065,0.0,8.0,False,stable,1.0,False,1.0,False,,False
51,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202051,1,7778.0,6.555313737315468e-05,0.5098723024883971,0.735590242286648,0.26440975771335196,8.0,False,stable,0.4415673224181118,False,0.6684240024547481,False,,False
52,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202052,2,7928.0,6.555313737315468e-05,0.5197052730943703,0.7497762202170924,1.5146335374962598,8.0,False,stable,0.13539283405669764,False,0.14260644338414785,False,,False
53,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202053,1,8078.0,6.555313737315468e-05,0.5295382437003435,0.763962198147537,1.750671339348723,8.0,False,stable,0.45337834917404696,False,0.1478238825530585,False,,False
54,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202054,1,8228.0,6.555313737315468e-05,0.5393712143063167,0.7781481760779815,1.9725231632707416,8.0,False,stable,0.4591744421138923,False,0.35680547701583576,False,,False
55,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202055,2,8377.0,6.555313737315468e-05,0.5491386317749167,0.7922395808222229,3.180283582448519,8.0,False,stable,0.14711930494654668,False,0.15836756168583732,False,,False
56,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202056,3,8527.0,6.555313737315468e-05,0.5589716023808899,0.8064255587526674,5.373858023695852,8.0,False,stable,0.038642629406716124,False,0.022025385764657956,False,,False
57,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202057,0,8676.0,6.555313737315468e-05,0.56873901984949,0.8205169634969091,4.553341060198942,8.0,False,stable,1.0,False,0.16904316869167116,False,,False
58,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202058,3,8826.0,6.555313737315468e-05,0.5785719904554633,0.8347029414273536,6.7186381187715885,8.0,False,stable,0.04187424305596501,False,0.174430406176314,False,,False
59,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202059,1,8976.0,6.555313737315468e-05,0.5884049610614365,0.8488889193577981,6.86974919941379,8.0,False,stable,0.48702900563799134,False,0.07208393647443086,False,,False
60,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202060,1,9126.0,6.555313737315468e-05,0.5982379316674096,0.8630748972882424,7.006674302125548,8.0,False,stable,0.4924113402958958,False,0.40062512411323203,False,,False
61,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202061,1,9275.0,6.555313737315468e-05,0.6080053491360097,0.877166302032484,7.129508000093064,8.0,False,stable,0.4976926757102065,False,0.40770595696751516,False,,False
62,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202062,1,9425.0,6.555313737315468e-05,0.6178383197419829,0.8913522799629284,7.238155720130136,8.0,False,stable,0.5029448141777901,False,0.41472323980174397,False,,False
63,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202063,1,9575.0,6.555313737315468e-05,0.6276712903479561,0.9055382578933729,7.332617462236763,8.0,False,stable,0.5081329949373347,False,0.4216994350502711,False,,False
64,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202064,0,9724.0,6.555313737315468e-05,0.6374387078165561,0.9196296626376145,6.412987799599148,8.0,False,stable,1.0,False,0.7416265861560368,False,,False
65,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202065,0,9874.0,6.555313737315468e-05,0.6472716784225293,0.9338156405680589,5.479172159031089,8.0,False,stable,1.0,False,1.0,False,,False
66,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202066,1,10024.0,6.555313737315468e-05,0.6571046490285025,0.9480016184985034,5.531170540532585,8.0,False,stable,0.5232894647946481,False,0.7511330368207233,False,,False
67,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202067,1,10174.0,6.555313737315468e-05,0.6669376196344757,0.9621875964289479,5.568982944103637,8.0,False,stable,0.5282309633285531,False,0.4489020638000351,False,,False
68,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202068,0,10323.0,6.555313737315468e-05,0.6767050371030758,0.9762790011731896,4.592703942930448,8.0,False,stable,1.0,False,0.7602339098706233,False,,False
69,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202069,2,10473.0,6.555313737315468e-05,0.6865380077090489,0.9904649791036338,5.602238963826814,8.0,False,stable,0.2031695349348871,False,0.46208267747833376,False,,False
70,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202070,1,10623.0,6.555313737315468e-05,0.6963709783150221,1.0046509570340785,5.597588006792735,8.0,False,stable,0.542669216605458,False,0.24083432280003858,False,,False
71,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202071,2,10772.0,6.555313737315468e-05,0.7061383957836223,1.01874236177832,6.5788456450144155,8.0,False,stable,0.21124886706049237,False,0.2464311860112954,False,,False
72,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202072,1,10922.0,6.555313737315468e-05,0.7159713663895955,1.0329283397087645,6.545917305305651,8.0,False,stable,0.5519982003287074,False,0.2520302832061361,False,,False
73,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202073,1,11072.0,6.555313737315468e-05,0.7258043369955687,1.047114317639209,6.498802987666442,8.0,False,stable,0.5565945702217375,False,0.48768154454390344,False,,False
74,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202074,0,11222.0,6.555313737315468e-05,0.7356373076015419,1.0613002955696536,5.437502692096789,8.0,False,stable,1.0,False,0.7852943527724527,False,,False
75,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202075,1,11371.0,6.555313737315468e-05,0.7454047250701419,1.0753917003138949,5.362110991782894,8.0,False,stable,0.5655935522908435,False,0.7891609757827387,False,,False
76,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202076,0,11521.0,6.555313737315468e-05,0.7552376956761151,1.0895776782443394,4.272533313538555,8.0,False,stable,1.0,False,0.7929466027532144,False,,False
77,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202077,0,11670.0,6.555313737315468e-05,0.7650051131447151,1.103669082988581,3.1688642305499743,8.0,False,stable,1.0,False,1.0,False,,False
78,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202078,0,11820.0,6.555313737315468e-05,0.7748380837506883,1.1178550609190254,2.051009169630949,8.0,False,stable,1.0,False,1.0,False,,False
79,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202079,0,11970.0,6.555313737315468e-05,0.7846710543566615,1.13204103884947,0.918968130781479,8.0,False,stable,1.0,False,1.0,False,,False
80,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202080,0,12120.0,6.555313737315468e-05,0.7945040249626347,1.1462270167799145,0.0,8.0,False,stable,1.0,False,1.0,False,,False
81,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202081,1,12269.0,6.555313737315468e-05,0.8042714424312348,1.160318421524156,0.0,8.0,False,stable,0.5913667146434031,False,0.8107482434078341,False,,False
82,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202082,1,12419.0,6.555313737315468e-05,0.814104413037208,1.1745043994546005,0.0,8.0,False,stable,0.595495772207303,False,0.5413199916681953,False,,False
83,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202083,0,12569.0,6.555313737315468e-05,0.8239373836431811,1.1886903773850448,0.0,8.0,False,stable,1.0,False,0.8173666311301112,False,,False
84,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202084,2,12718.0,6.555313737315468e-05,0.8337048011117812,1.2027817821292863,0.7972182178707137,8.0,False,stable,0.26366538318983435,False,0.5525171478686213,False,,False
85,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202085,2,12868.0,6.555313737315468e-05,0.8435377717177545,1.2169677600597308,1.5802504578109826,8.0,False,stable,0.2676725319635042,False,0.1679526516695512,False,,False
86,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202086,1,13018.0,6.555313737315468e-05,0.8533707423237277,1.2311537379901754,1.349096719820807,8.0,False,stable,0.6115064333812854,False,0.32991433051523955,False,,False
87,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202087,0,13168.0,6.555313737315468e-05,0.8632037129297009,1.2453397159206199,0.10375700390018716,8.0,False,stable,1.0,False,0.8298103968355727,False,,False
88,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202088,0,13317.0,6.555313737315468e-05,0.8729711303983009,1.2594311206648614,0.0,8.0,False,stable,1.0,False,1.0,False,,False
89,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202089,2,13467.0,6.555313737315468e-05,0.8828041010042741,1.273617098595306,0.7263829014046941,8.0,False,stable,0.2835981466833067,False,0.579370825464733,False,,False
90,BIZ1,SF100,H,H_OLD1,100-0001-001,S02,202090,2,13617.0,6.555313737315468e-05,0.8926370716102473,1.2878030765257504,1.4385798248789436,8.0,False,stable,0.28756504524001414,False,0.18893339229909029,False,,False
36,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202036,1,8204.0,0.00015032408103352228,1.2332587607990169,1.77921629833761,0.0,8.0,False,stable,0.7165194492687905,False,,False,,False
37,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202037,1,8425.0,0.00015032408103352228,1.2664803827074251,1.8271449675151588,0.0,8.0,False,stable,0.7256576600838953,False,0.7200633926718677,False,,False
38,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202038,2,8647.0,0.00015032408103352228,1.299852328696867,1.875290508498941,0.12470949150105892,8.0,False,stable,0.39510039766952554,False,0.49831379141003024,False,,False
39,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202039,1,8869.0,0.00015032408103352228,1.333224274686309,1.9234360494827232,0.0,8.0,False,stable,0.7430898507593233,False,0.5141304259814604,False,,False
40,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202040,1,9091.0,0.00015032408103352228,1.366596220675751,1.9715815904665055,0.0,8.0,False,stable,0.7513637917953334,False,0.7558276447573228,False,,False
41,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202041,1,9313.0,0.00015032408103352228,1.399968166665193,2.019727131450288,0.0,8.0,False,stable,0.7593569656316635,False,0.7667739754570664,False,,False
42,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202042,0,9535.0,0.00015032408103352228,1.433340112654635,2.06787267243407,0.0,8.0,False,stable,1.0,False,0.9376311607158488,False,,False
43,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202043,1,9757.0,0.00015032408103352228,1.466712058644077,2.1160182134178522,0.0,8.0,False,stable,0.774540681787307,False,0.941290995671337,False,,False
44,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202044,2,9979.0,0.00015032408103352228,1.5000840046335189,2.1641637544016348,0.0,8.0,False,stable,0.46320692139997527,False,0.5882066937242196,False,,False
45,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202045,4,10201.0,0.00015032408103352228,1.5334559506229608,2.212309295385417,1.7876907046145831,8.0,False,stable,0.09027899603758777,False,0.12304680666513543,False,,False
46,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202046,1,10423.0,0.00015032408103352228,1.5668278966124027,2.260454836369199,0.5272358682453842,8.0,False,stable,0.7954489219324615,False,0.2442403925865561,False,,False
47,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202047,2,10645.0,0.00015032408103352228,1.6001998426018447,2.308600377352981,0.21863549089240308,8.0,False,stable,0.4952700012720901,False,0.6284734752038483,False,,False
48,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202048,0,10867.0,0.00015032408103352228,1.6335717885912866,2.356745918336763,0.0,8.0,False,stable,1.0,False,0.8312797035626318,False,,False
49,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202049,3,11089.0,0.00015032408103352228,1.6669437345807285,2.4048914593205457,0.5951085406794543,8.0,False,stable,0.2626688286016477,False,0.6535556242367154,False,,False
50,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202050,0,11311.0,0.00015032408103352228,1.7003156805701705,2.453037000304328,0.0,8.0,False,stable,1.0,False,0.6655726239850741,False,,False
51,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202051,1,11533.0,0.00015032408103352228,1.7336876265596124,2.50118254128811,0.0,8.0,False,stable,0.82587479264328,False,0.9635482555599258,False,,False
52,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202052,4,11755.0,0.00015032408103352228,1.7670595725490543,2.549328082271892,1.450671917728108,8.0,False,stable,0.12942171282229528,False,0.31852677050674055,False,,False
53,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202053,1,11977.0,0.00015032408103352228,1.8004315185384963,2.5974736232556745,0.0,8.0,False,stable,0.8366722915729515,False,0.33106200613277686,False,,False
54,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202054,0,12199.0,0.00015032408103352228,1.8338034645279382,2.6456191642394566,0.0,8.0,False,stable,1.0,False,0.9694163095734181,False,,False
55,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202055,2,12421.0,0.00015032408103352228,1.8671754105173801,2.6937647052232387,0.0,8.0,False,stable,0.5738002344584587,False,0.8782803820119747,False,,False
56,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202056,1,12643.0,0.00015032408103352228,1.9005473565068223,2.7419102462070213,0.0,8.0,False,stable,0.8515631536844457,False,0.7305689811835077,False,,False
57,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202057,1,12865.0,0.00015032408103352228,1.9339193024962642,2.7900557871908034,0.0,8.0,False,stable,0.8562025474078867,False,0.8891446067820827,False,,False
58,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202058,1,13087.0,0.00015032408103352228,1.9672912484857061,2.838201328174586,0.0,8.0,False,stable,0.860689147047112,False,0.894208388500794,False,,False
59,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202059,2,13309.0,0.00015032408103352228,2.000663194475148,2.8863468691583676,0.0,8.0,False,stable,0.6092164025868386,False,0.7587308108817467,False,,False
60,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202060,0,13531.0,0.00015032408103352228,2.03403514046459,2.93449241014215,0.0,8.0,False,stable,1.0,False,0.9036521843928772,False,,False
61,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202061,0,13753.0,0.00015032408103352228,2.0674070864540317,2.982637951125932,0.0,8.0,False,stable,1.0,False,1.0,False,,False
62,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202062,0,13975.0,0.00015032408103352228,2.100779032443474,3.0307834921097148,0.0,8.0,False,stable,1.0,False,1.0,False,,False
63,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202063,2,14197.0,0.00015032408103352228,2.1341509784329156,3.0789290330934964,0.0,8.0,False,stable,0.6421157038659846,False,0.916255267050385,False,,False
64,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202064,3,14419.0,0.00015032408103352228,2.1675229244223577,3.127074574077279,0.0,8.0,False,stable,0.3977915226315289,False,0.46631248046193063,False,,False
65,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202065,2,14641.0,0.00015032408103352228,2.2008948704118,3.1752201150610615,0.0,8.0,False,stable,0.657645888868818,False,0.4780828537558259,False,,False
66,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202066,3,14862.0,0.00015032408103352228,2.234116492320208,3.22314878423861,0.0,8.0,False,stable,0.4152082647396795,False,0.4897016150073685,False,,False
67,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202067,2,15084.0,0.00015032408103352228,2.26748843830965,3.2712943252223927,0.0,8.0,False,stable,0.6725462577585811,False,0.5011887762201679,False,,False
68,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202068,1,15306.0,0.00015032408103352228,2.300860384299092,3.3194398662061744,0.0,8.0,False,stable,0.8982110723451202,False,0.8279193532203849,False,,False
69,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202069,4,15528.0,0.00015032408103352228,2.334232330288534,3.367585407189957,0.6324145928100431,8.0,False,stable,0.2430108722759493,False,0.5237947476612995,False,,False
70,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202070,6,15750.0,0.00015032408103352228,2.367604276277976,3.4157309481737395,3.216683644636304,8.0,False,stable,0.053580118698127566,False,0.05005479419765697,False,,False
71,BIZ1,SF100,H,H_OLD2,100-0001-001,S01,202071,4,15972.0,0.00015032408103352228,2.400976222267418,3.4638764891575216,3.7528071554787825,8.0,False,stable,0.2574266047695597,False,0.0534912541474041,False,,False
